gap,date,break_hour,break_time,broken_level,broken_side,contract,direction,extension_pct,extension_pts,first_break_time,gap_minutes,held_all_day,ib1_first_break_side,ib1_first_break_time,ib1_outcome,ib1_range,ib2_break_time,ib2_first_break_side,ib2_outcome,ib2_range,min_distance_pct,min_distance_pts,ratio,second_break_time,side,unbroken_level
1,2025-05-02,,,20180.25,,,,60.1,96.5,,,,,,H_ONLY,,,,,160.5,,,,,HIGH,
1,2025-05-06,,,19909.5,,,,68.5,116.75,,,,,,BOTH,,,,,170.5,,,,,HIGH,
1,2025-05-09,,,20111.75,,,,32.0,53.75,,,,,,BOTH,,,,,168.0,,,,,LOW,
1,2025-05-13,,,21246.5,,,,36.5,100.0,,,,,,H_ONLY,,,,,273.75,,,,,HIGH,
1,2025-05-14,,,21405.25,,,,10.8,14.25,,,,,,BOTH,,,,,131.5,,,,,HIGH,
1,2025-05-15,,,21346.5,,,,185.6,183.25,,,,,,H_ONLY,,,,,98.75,,,,,HIGH,
1,2025-05-19,,,21462.5,,,,31.5,82.0,,,,,,H_ONLY,,,,,260.25,,,,,HIGH,
1,2025-05-22,,,21330.5,,,,3.2,7.0,,,,,,H_ONLY,,,,,216.75,,,,,HIGH,
1,2025-05-23,,,20994.25,,,,51.7,88.75,,,,,,H_ONLY,,,,,171.75,,,,,HIGH,
1,2025-05-27,,,21383.5,,,,55.0,105.0,,,,,,BOTH,,,,,190.75,,,,,HIGH,
1,2025-05-29,,,21380.5,,,,26.6,79.5,,,,,,L_ONLY,,,,,299.25,,,,,LOW,
1,2025-06-02,,,21458.0,,,,38.4,85.75,,,,,,BOTH,,,,,223.25,,,,,HIGH,
1,2025-06-03,,,21638.5,,,,94.2,121.25,,,,,,H_ONLY,,,,,128.75,,,,,HIGH,
1,2025-06-04,,,21793.25,,,,6.4,9.75,,,,,,BOTH,,,,,152.25,,,,,HIGH,
1,2025-06-09,,,21866.25,,,,21.2,24.5,,,,,,BOTH,,,,,115.5,,,,,HIGH,
1,2025-06-19,,,21786.75,,,,0.0,0.0,,,,,,BOTH,,,,,136.5,,,,,HIGH,
1,2025-06-20,,,21888.5,,,,51.0,123.5,,,,,,BOTH,,,,,242.0,,,,,LOW,
1,2025-06-24,,,22333.5,,,,156.1,114.75,,,,,,H_ONLY,,,,,73.5,,,,,HIGH,
1,2025-06-25,,,22463.75,,,,89.1,75.25,,,,,,BOTH,,,,,84.5,,,,,LOW,
1,2025-06-26,,,22575.0,,,,120.2,119.0,,,,,,BOTH,,,,,99.0,,,,,HIGH,
1,2025-06-27,,,22685.25,,,,60.8,85.25,,,,,,BOTH,,,,,140.25,,,,,LOW,
1,2025-07-01,,,22748.75,,,,155.0,154.25,,,,,,BOTH,,,,,99.5,,,,,LOW,
1,2025-07-02,,,22798.25,,,,37.9,55.75,,,,,,H_ONLY,,,,,147.0,,,,,HIGH,
1,2025-07-03,,,23066.0,,,,26.9,36.5,,,,,,H_ONLY,,,,,135.75,,,,,HIGH,
1,2025-07-07,,,22900.5,,,,156.8,120.75,,,,,,L_ONLY,,,,,77.0,,,,,LOW,
1,2025-07-09,,,22978.0,,,,43.5,58.25,,,,,,BOTH,,,,,134.0,,,,,LOW,
1,2025-07-10,,,22901.25,,,,0.0,0.0,,,,,,BOTH,,,,,188.75,,,,,LOW,
1,2025-07-11,,,23004.5,,,,12.0,17.0,,,,,,BOTH,,,,,141.5,,,,,HIGH,
1,2025-07-14,,,22989.25,,,,52.6,77.25,,,,,,BOTH,,,,,147.0,,,,,HIGH,
1,2025-07-15,,,23120.5,,,,68.9,70.5,,,,,,BOTH,,,,,102.25,,,,,LOW,
1,2025-07-17,,,23175.25,,,,95.4,104.5,,,,,,BOTH,,,,,109.5,,,,,HIGH,
1,2025-07-18,,,23186.75,,,,14.0,17.25,,,,,,L_ONLY,,,,,123.25,,,,,LOW,
1,2025-07-21,,,23419.25,,,,3.4,5.5,,,,,,H_ONLY,,,,,164.0,,,,,HIGH,
1,2025-07-23,,,23263.75,,,,52.1,61.0,,,,,,BOTH,,,,,117.0,,,,,HIGH,
1,2025-07-24,,,23401.0,,,,22.9,23.5,,,,,,BOTH,,,,,102.75,,,,,HIGH,
1,2025-07-25,,,23416.0,,,,70.4,60.0,,,,,,BOTH,,,,,85.25,,,,,HIGH,
1,2025-07-29,,,23538.75,,,,103.3,117.5,,,,,,BOTH,,,,,113.75,,,,,LOW,
1,2025-07-31,,,23609.25,,,,212.8,303.75,,,,,,L_ONLY,,,,,142.75,,,,,LOW,
1,2025-08-01,,,22800.0,,,,8.5,25.0,,,,,,L_ONLY,,,,,295.75,,,,,LOW,
1,2025-08-04,,,23264.25,,,,24.5,43.0,,,,,,H_ONLY,,,,,175.5,,,,,HIGH,
1,2025-08-05,,,23261.75,,,,109.4,148.25,,,,,,BOTH,,,,,135.5,,,,,LOW,
1,2025-08-06,,,23285.0,,,,117.4,160.25,,,,,,H_ONLY,,,,,136.5,,,,,HIGH,
1,2025-08-07,,,23542.5,,,,166.1,213.5,,,,,,BOTH,,,,,128.5,,,,,LOW,
1,2025-08-08,,,23683.5,,,,26.4,40.5,,,,,,H_ONLY,,,,,153.5,,,,,HIGH,
1,2025-08-12,,,23808.25,,,,76.1,141.75,,,,,,BOTH,,,,,186.25,,,,,HIGH,
1,2025-08-13,,,23947.0,,,,50.2,61.0,,,,,,BOTH,,,,,121.5,,,,,LOW,
1,2025-08-14,,,23960.25,,,,39.9,47.5,,,,,,H_ONLY,,,,,119.0,,,,,HIGH,
1,2025-08-15,,,23770.25,,,,25.4,35.75,,,,,,L_ONLY,,,,,140.75,,,,,LOW,
1,2025-08-19,,,23623.0,,,,133.6,197.0,,,,,,L_ONLY,,,,,147.5,,,,,LOW,
1,2025-08-20,,,23063.5,,,,7.7,28.5,,,,,,L_ONLY,,,,,368.5,,,,,LOW,
1,2025-08-21,,,23156.0,,,,19.2,37.0,,,,,,BOTH,,,,,192.25,,,,,LOW,
1,2025-08-22,,,23633.0,,,,4.0,17.0,,,,,,BOTH,,,,,427.5,,,,,HIGH,
1,2025-08-26,,,23548.0,,,,43.0,52.0,,,,,,BOTH,,,,,121.0,,,,,HIGH,
1,2025-08-28,,,23742.25,,,,36.2,61.5,,,,,,BOTH,,,,,169.75,,,,,HIGH,
1,2025-08-29,,,23428.0,,,,12.7,30.5,,,,,,L_ONLY,,,,,240.0,,,,,LOW,
1,2025-09-02,,,23280.0,,,,4.0,10.25,,,,,,BOTH,,,,,254.75,,,,,HIGH,
1,2025-09-04,,,23548.25,,,,95.5,132.0,,,,,,BOTH,,,,,138.25,,,,,HIGH,
1,2025-09-05,,,23628.5,,,,45.2,123.5,,,,,,BOTH,,,,,273.5,,,,,LOW,
1,2025-09-10,,,23900.25,,,,115.0,115.25,,,,,,L_ONLY,,,,,100.25,,,,,LOW,
1,2025-09-11,,,24004.0,,,,44.6,42.0,,,,,,H_ONLY,,,,,94.25,,,,,HIGH,
1,2025-09-12,,,24076.25,,,,110.7,82.75,,,,,,BOTH,,,,,74.75,,,,,HIGH,
1,2025-09-15,,,24265.25,,,,54.3,50.25,,,,,,H_ONLY,,,,,92.5,,,,,HIGH,
1,2025-09-16,,,24279.5,,,,27.9,21.25,,,,,,L_ONLY,,,,,76.25,,,,,LOW,
1,2025-09-22,,,24906.0,,,,132.2,121.25,,,,,,H_ONLY,,,,,91.75,,,,,HIGH,
1,2025-09-23,,,24929.5,,,,185.7,149.0,,,,,,L_ONLY,,,,,80.25,,,,,LOW,
1,2025-09-24,,,24784.5,,,,137.3,157.5,,,,,,BOTH,,,,,114.75,,,,,LOW,
1,2025-09-25,,,24641.75,,,,25.1,55.0,,,,,,BOTH,,,,,219.25,,,,,HIGH,
1,2025-09-26,,,24733.25,,,,1.8,3.75,,,,,,L_ONLY,,,,,213.25,,,,,HIGH,
1,2025-09-29,,,24848.25,,,,53.2,67.75,,,,,,BOTH,,,,,127.25,,,,,LOW,
1,2025-09-30,,,24831.0,,,,76.1,82.75,,,,,,BOTH,,,,,108.75,,,,,HIGH,
1,2025-10-01,,,24893.0,,,,86.1,143.75,,,,,,BOTH,,,,,167.0,,,,,HIGH,
1,2025-10-03,,,25051.0,,,,109.2,127.75,,,,,,BOTH,,,,,117.0,,,,,LOW,
1,2025-10-07,,,25207.5,,,,389.1,222.75,,,,,,L_ONLY,,,,,57.25,,,,,LOW,
1,2025-10-08,,,25231.0,,,,72.1,113.25,,,,,,H_ONLY,,,,,157.0,,,,,HIGH,
1,2025-10-10,,,25293.5,,,,962.2,909.25,,,,,,BOTH,,,,,94.5,,,,,LOW,
1,2025-10-13,,,24913.5,,,,27.2,51.5,,,,,,BOTH,,,,,189.0,,,,,HIGH,
1,2025-10-14,,,24725.0,,,,73.2,222.5,,,,,,BOTH,,,,,304.0,,,,,HIGH,
1,2025-10-17,,,24960.75,,,,33.0,95.0,,,,,,BOTH,,,,,288.25,,,,,HIGH,
1,2025-10-20,,,25283.5,,,,42.1,71.0,,,,,,H_ONLY,,,,,168.75,,,,,HIGH,
1,2025-10-22,,,25114.25,,,,176.9,309.5,,,,,,BOTH,,,,,175.0,,,,,LOW,
1,2025-10-23,,,25179.75,,,,59.9,108.25,,,,,,H_ONLY,,,,,180.75,,,,,HIGH,
1,2025-10-24,,,25548.75,,,,18.5,22.0,,,,,,H_ONLY,,,,,119.0,,,,,HIGH,
1,2025-10-27,,,25875.75,,,,133.1,105.5,,,,,,BOTH,,,,,79.25,,,,,HIGH,
1,2025-10-31,,,26060.0,,,,122.8,171.25,,,,,,L_ONLY,,,,,139.5,,,,,LOW,
1,2025-11-03,,,26033.0,,,,7.5,17.5,,,,,,BOTH,,,,,233.0,,,,,LOW,
1,2025-11-04,,,25663.0,,,,51.6,119.0,,,,,,BOTH,,,,,230.5,,,,,LOW,
1,2025-11-05,,,25718.5,,,,70.1,161.5,,,,,,BOTH,,,,,230.5,,,,,HIGH,
1,2025-11-06,,,25404.5,,,,73.5,206.75,,,,,,L_ONLY,,,,,281.25,,,,,LOW,
1,2025-11-12,,,25561.5,,,,33.2,72.75,,,,,,L_ONLY,,,,,219.25,,,,,LOW,
1,2025-11-13,,,25280.25,,,,125.3,277.75,,,,,,L_ONLY,,,,,221.75,,,,,LOW,
1,2025-11-14,,,25028.5,,,,65.8,264.75,,,,,,BOTH,,,,,402.5,,,,,HIGH,
1,2025-11-17,,,24955.0,,,,74.7,223.25,,,,,,BOTH,,,,,299.0,,,,,LOW,
1,2025-11-18,,,24430.0,,,,13.4,53.75,,,,,,BOTH,,,,,402.0,,,,,LOW,
1,2025-11-24,,,24769.75,,,,88.4,223.75,,,,,,H_ONLY,,,,,253.0,,,,,HIGH,
1,2025-11-25,,,24879.5,,,,92.2,255.75,,,,,,BOTH,,,,,277.5,,,,,HIGH,
1,2025-11-26,,,25280.25,,,,65.4,95.75,,,,,,BOTH,,,,,146.5,,,,,HIGH,
1,2025-11-28,,,25422.0,,,,85.4,77.75,,,,,,BOTH,,,,,91.0,,,,,HIGH,
1,2025-12-01,,,25389.0,,,,59.4,106.75,,,,,,BOTH,,,,,179.75,,,,,HIGH,
1,2025-12-03,,,25574.5,,,,76.6,110.75,,,,,,H_ONLY,,,,,144.5,,,,,HIGH,
1,2025-12-05,,,25673.5,,,,11.4,22.25,,,,,,H_ONLY,,,,,194.5,,,,,LOW,
1,2025-12-08,,,25657.0,,,,45.3,92.25,,,,,,BOTH,,,,,203.75,,,,,LOW,
1,2025-12-09,,,25670.0,,,,59.8,65.75,,,,,,BOTH,,,,,110.0,,,,,HIGH,
1,2025-12-11,,,25650.25,,,,27.9,72.5,,,,,,BOTH,,,,,260.0,,,,,HIGH,
1,2025-12-12,,,25315.0,,,,64.7,197.0,,,,,,L_ONLY,,,,,304.5,,,,,LOW,
1,2025-12-17,,,25245.5,,,,176.9,357.75,,,,,,L_ONLY,,,,,202.25,,,,,LOW,
1,2025-12-18,,,25337.75,,,,42.4,74.75,,,,,,H_ONLY,,,,,176.5,,,,,HIGH,
1,2025-12-22,,,25672.25,,,,36.1,44.25,,,,,,BOTH,,,,,122.5,,,,,LOW,
1,2025-12-23,,,25751.25,,,,56.3,69.25,,,,,,H_ONLY,,,,,123.0,,,,,HIGH,
1,2025-12-24,,,25840.75,,,,90.3,51.25,,,,,,BOTH,,,,,56.75,,,,,HIGH,
1,2025-12-29,,,25661.75,,,,8.7,13.75,,,,,,BOTH,,,,,157.25,,,,,LOW,
1,2025-12-31,,,25568.0,,,,99.6,123.5,,,,,,L_ONLY,,,,,124.0,,,,,LOW,
1,2026-01-02,,,25457.25,,,,55.4,192.0,,,,,,BOTH,,,,,346.5,,,,,LOW,
1,2026-01-05,,,25683.75,,,,16.7,24.25,,,,,,H_ONLY,,,,,145.25,,,,,HIGH,
1,2026-01-06,,,25779.0,,,,34.4,58.75,,,,,,H_ONLY,,,,,171.0,,,,,HIGH,
1,2026-01-09,,,25860.75,,,,50.9,124.75,,,,,,BOTH,,,,,245.25,,,,,HIGH,
1,2026-01-12,,,25933.5,,,,45.8,87.0,,,,,,H_ONLY,,,,,190.0,,,,,HIGH,
1,2026-01-13,,,25812.0,,,,3.8,8.75,,,,,,L_ONLY,,,,,230.75,,,,,LOW,
1,2026-01-14,,,25530.5,,,,42.3,109.75,,,,,,L_ONLY,,,,,259.75,,,,,LOW,
1,2026-01-15,,,25841.5,,,,148.3,165.0,,,,,,BOTH,,,,,111.25,,,,,LOW,
1,2026-01-16,,,25663.75,,,,31.8,72.25,,,,,,BOTH,,,,,227.25,,,,,LOW,
1,2026-01-19,,,25344.0,,,,68.1,73.25,,,,,,BOTH,,,,,107.5,,,,,HIGH,
1,2026-01-21,,,25386.75,,,,102.9,266.75,,,,,,H_ONLY,,,,,259.25,,,,,HIGH,
1,2026-01-23,,,25763.5,,,,40.9,82.25,,,,,,H_ONLY,,,,,201.0,,,,,HIGH,
1,2026-01-26,,,25886.5,,,,27.4,50.0,,,,,,H_ONLY,,,,,182.25,,,,,HIGH,
1,2026-01-27,,,26074.75,,,,25.1,39.5,,,,,,BOTH,,,,,157.5,,,,,HIGH,
1,2026-01-28,,,26205.0,,,,108.6,104.25,,,,,,BOTH,,,,,96.0,,,,,LOW,
1,2026-01-29,,,25718.25,,,,39.9,182.25,,,,,,L_ONLY,,,,,456.75,,,,,LOW,
1,2026-01-30,,,25790.75,,,,148.7,222.0,,,,,,BOTH,,,,,149.25,,,,,LOW,
1,2026-02-02,,,25912.25,,,,10.0,37.25,,,,,,H_ONLY,,,,,372.5,,,,,HIGH,
1,2026-02-03,,,25470.25,,,,52.1,251.25,,,,,,L_ONLY,,,,,482.0,,,,,LOW,
1,2026-02-04,,,25108.0,,,,115.1,324.5,,,,,,L_ONLY,,,,,282.0,,,,,LOW,
1,2026-02-05,,,24550.0,,,,1.6,6.75,,,,,,BOTH,,,,,410.75,,,,,LOW,
1,2026-02-06,,,24984.0,,,,84.0,238.0,,,,,,BOTH,,,,,283.25,,,,,HIGH,
1,2026-02-09,,,25254.0,,,,58.5,174.75,,,,,,BOTH,,,,,298.5,,,,,HIGH,
1,2026-02-10,,,25255.75,,,,30.0,57.5,,,,,,BOTH,,,,,191.5,,,,,LOW,
1,2026-02-12,,,25169.75,,,,201.2,448.25,,,,,,L_ONLY,,,,,222.75,,,,,LOW,
1,2026-02-13,,,24870.5,,,,42.8,125.0,,,,,,BOTH,,,,,291.75,,,,,HIGH,
1,2026-02-18,,,25074.0,,,,16.8,54.25,,,,,,BOTH,,,,,322.0,,,,,HIGH,
1,2026-02-20,,,25083.0,,,,14.0,56.5,,,,,,BOTH,,,,,404.5,,,,,HIGH,
1,2026-02-23,,,24840.5,,,,86.5,172.5,,,,,,BOTH,,,,,199.5,,,,,LOW,
1,2026-02-24,,,25014.5,,,,20.1,64.25,,,,,,BOTH,,,,,320.0,,,,,HIGH,
1,2026-02-25,,,25361.75,,,,17.0,34.75,,,,,,H_ONLY,,,,,205.0,,,,,HIGH,
1,2026-02-26,,,24885.0,,,,5.1,23.25,,,,,,L_ONLY,,,,,457.0,,,,,LOW,
1,2026-02-27,,,24997.5,,,,18.2,39.25,,,,,,BOTH,,,,,215.5,,,,,HIGH,
1,2026-03-02,,,24947.75,,,,44.7,153.25,,,,,,H_ONLY,,,,,342.75,,,,,HIGH,
1,2026-03-03,,,24661.25,,,,61.0,188.75,,,,,,BOTH,,,,,309.25,,,,,HIGH,
1,2026-03-04,,,25146.25,,,,22.3,71.5,,,,,,BOTH,,,,,320.25,,,,,HIGH,
1,2026-03-05,,,24985.25,,,,94.8,212.75,,,,,,BOTH,,,,,224.5,,,,,LOW,
1,2026-03-09,,,24525.25,,,,251.0,532.75,,,,,,BOTH,,,,,212.25,,,,,HIGH,
1,2026-03-10,,,25081.75,,,,71.6,135.75,,,,,,H_ONLY,,,,,189.5,,,,,HIGH,
1,2026-03-11,,,24978.75,,,,52.3,105.25,,,,,,BOTH,,,,,201.25,,,,,LOW,
1,2026-03-12,,,24616.75,,,,34.0,74.0,,,,,,L_ONLY,,,,,217.75,,,,,LOW,
1,2026-03-13,,,24611.0,,,,134.1,260.5,,,,,,BOTH,,,,,194.25,,,,,LOW,
2,2021-09-17,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2021-09-23,13,13:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-09-24,12,12:10,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-10-04,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2021-10-05,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-10-08,10,10:40,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2021-10-12,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2021-10-18,10,10:50,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-10-21,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-10-27,10,10:50,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-10-29,10,10:50,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-11-11,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2021-11-15,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2021-11-16,11,11:10,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-11-29,11,11:25,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-12-03,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2021-12-07,10,10:35,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-12-13,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2021-12-14,10,10:45,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2021-12-16,11,11:00,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2021-12-22,10,10:35,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-12-23,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2021-12-28,12,12:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-01-04,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-01-14,15,15:35,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-02-02,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-02-04,13,13:00,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-02-17,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-02-21,10,10:45,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-02-24,10,10:55,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-03-03,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-03-04,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-03-11,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-03-18,11,11:05,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-03-22,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-04-01,11,11:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-04-04,10,10:35,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-04-12,10,10:45,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-04-20,11,11:15,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-04-22,11,11:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-04-26,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-05-05,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-05-18,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-05-19,11,11:35,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-05-20,10,10:50,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-05-25,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-05-27,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-06-03,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-06-10,11,11:05,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-06-16,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-06-22,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-06-24,15,15:50,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-07-07,10,10:45,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-07-08,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-07-11,20,20:45,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-07-15,11,11:15,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-07-19,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-07-20,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-07-25,14,14:55,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-07-27,11,11:00,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-08-03,11,11:10,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-08-05,11,11:25,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-08-09,12,12:25,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-08-10,11,11:00,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-08-15,11,11:40,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-08-26,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-09-05,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-09-06,20,20:20,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-09-07,11,11:10,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-09-09,10,10:35,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-09-12,16,16:00,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-09-13,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-09-19,10,10:35,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-09-23,11,11:45,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-09-28,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-09-29,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-10-04,10,10:40,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-10-07,11,11:15,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-10-10,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-10-14,10,10:40,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-10-17,11,11:50,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-10-21,12,12:00,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-10-28,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-11-09,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-11-10,11,11:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-11-15,10,10:50,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-11-16,10,10:50,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-11-17,11,11:55,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-11-18,10,10:55,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-12-02,11,11:40,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2022-12-06,10,10:35,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-12-13,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-12-15,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-12-19,11,11:00,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-12-22,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-12-27,19,19:50,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2022-12-29,10,10:35,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2023-01-05,15,15:50,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2023-01-06,10,10:35,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2023-01-13,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2023-01-27,11,11:40,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2023-01-31,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2023-02-03,10,10:35,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2023-02-23,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2023-02-24,10,10:40,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2023-03-02,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2023-03-03,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2023-03-07,13,13:45,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2023-03-13,10,10:55,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2023-03-31,10,10:30,,,,HIGH,,,,,,,,H_ONLY,,,,,,,,,,,
2,2023-04-05,10,10:30,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
2,2023-04-11,10,10:40,,,,LOW,,,,,,,,L_ONLY,,,,,,,,,,,
