gap,date,break_hour,break_time,broken_level,broken_side,contract,direction,extension_pct,extension_pts,first_break_time,gap_minutes,held_all_day,ib1_first_break_side,ib1_first_break_time,ib1_outcome,ib1_range,ib2_break_time,ib2_first_break_side,ib2_outcome,ib2_range,min_distance_pct,min_distance_pts,ratio,second_break_time,side,unbroken_level
5,2023-01-03,,,,L_ONLY,,,,,,,Y,,,,,,,,,76.3,196.0,,,,11182.0
5,2023-01-04,,,,H_ONLY,,,,,,,Y,,,,,,,,,6.8,12.5,,,,10863.5
5,2023-01-05,,,,L_ONLY,,,,,,,Y,,,,,,,,,12.2,13.75,,,,10927.25
5,2023-01-06,,,,H_ONLY,,,,,,,Y,,,,,,,,,68.0,121.5,,,,10766.25
5,2023-01-09,,,,BOTH,,,,,10:30,300,N,,,,,,,,,0,0,,15:30,,0
5,2023-01-10,,,,BOTH,,,,,10:40,315,N,,,,,,,,,0,0,,15:55,,0
5,2023-01-11,,,,H_ONLY,,,,,,,Y,,,,,,,,,22.9,22.25,,,,11291.0
5,2023-01-12,,,,H_ONLY,,,,,,,Y,,,,,,,,,37.1,77.0,,,,11311.25
5,2023-01-13,,,,H_ONLY,,,,,,,Y,,,,,,,,,40.0,45.25,,,,11408.75
5,2023-01-16,,,,L_ONLY,,,,,,,Y,,,,,,,,,36.8,10.75,,,,11611.25
5,2023-01-17,,,,H_ONLY,,,,,,,Y,,,,,,,,,3.9,5.25,,,,11549.5
5,2023-01-18,,,,L_ONLY,,,,,,,Y,,,,,,,,,46.4,40.5,,,,11759.5
5,2023-01-19,,,,BOTH,,,,,10:45,230,N,,,,,,,,,0,0,,14:35,,0
5,2023-01-20,,,,H_ONLY,,,,,,,Y,,,,,,,,,67.4,73.0,,,,11383.5
5,2023-01-23,,,,H_ONLY,,,,,,,Y,,,,,,,,,91.3,171.5,,,,11671.75
5,2023-01-24,,,,BOTH,,,,,16:00,145,N,,,,,,,,,0,0,,18:25,,0
5,2023-01-25,,,,BOTH,,,,,10:35,40,N,,,,,,,,,0,0,,11:15,,0
5,2023-01-26,,,,BOTH,,,,,10:50,270,N,,,,,,,,,0,0,,15:20,,0
5,2023-01-27,,,,H_ONLY,,,,,,,Y,,,,,,,,,33.3,50.5,,,,12041.75
5,2023-01-30,,,,L_ONLY,,,,,,,Y,,,,,,,,,62.2,72.0,,,,12143.25
5,2023-01-31,,,,H_ONLY,,,,,,,Y,,,,,,,,,78.6,72.75,,,,11969.0
5,2023-02-01,,,,BOTH,,,,,10:50,185,N,,,,,,,,,0,0,,13:55,,0
5,2023-02-02,,,,BOTH,,,,,10:30,360,N,,,,,,,,,0,0,,16:30,,0
5,2023-02-03,,,,H_ONLY,,,,,,,Y,,,,,,,,,7.3,20.0,,,,12558.5
5,2023-02-06,,,,BOTH,,,,,10:30,55,N,,,,,,,,,0,0,,11:25,,0
5,2023-02-07,,,,BOTH,,,,,11:05,145,N,,,,,,,,,0,0,,13:30,,0
5,2023-02-08,,,,L_ONLY,,,,,,,Y,,,,,,,,,84.8,82.0,,,,12752.0
5,2023-02-09,,,,L_ONLY,,,,,,,Y,,,,,,,,,59.0,65.25,,,,12728.5
5,2023-02-10,,,,L_ONLY,,,,,,,Y,,,,,,,,,9.5,13.0,,,,12422.0
5,2023-02-13,,,,H_ONLY,,,,,,,Y,,,,,,,,,77.5,93.75,,,,12352.0
5,2023-02-15,,,,H_ONLY,,,,,,,Y,,,,,,,,,29.8,32.0,,,,12524.25
5,2023-02-16,,,,BOTH,,,,,10:30,300,N,,,,,,,,,0,0,,15:30,,0
5,2023-02-17,,,,L_ONLY,,,,,,,Y,,,,,,,,,11.8,15.0,,,,12423.75
5,2023-02-21,,,,L_ONLY,,,,,,,Y,,,,,,,,,57.3,62.0,,,,12290.0
5,2023-02-22,,,,BOTH,,,,,10:30,215,N,,,,,,,,,0,0,,14:05,,0
5,2023-02-23,,,,L_ONLY,,,,,,,Y,,,,,,,,,11.6,11.0,,,,12259.75
5,2023-02-24,,,,L_ONLY,,,,,,,Y,,,,,,,,,20.2,22.0,,,,12043.0
5,2023-02-27,,,,L_ONLY,,,,,,,Y,,,,,,,,,37.8,31.5,,,,12189.5
5,2023-02-28,,,,BOTH,,,,,12:20,220,N,,,,,,,,,0,0,,16:00,,0
5,2023-03-01,,,,L_ONLY,,,,,,,Y,,,,,,,,,33.0,41.75,,,,12079.5
5,2023-03-02,,,,H_ONLY,,,,,,,Y,,,,,,,,,43.5,37.0,,,,11846.25
5,2023-03-03,,,,H_ONLY,,,,,,,Y,,,,,,,,,51.8,59.0,,,,12111.5
5,2023-03-06,,,,BOTH,,,,,10:30,255,N,,,,,,,,,0,0,,14:45,,0
5,2023-03-07,,,,L_ONLY,,,,,,,Y,,,,,,,,,24.1,44.0,,,,12362.75
5,2023-03-08,,,,H_ONLY,,,,,,,Y,,,,,,,,,31.3,33.75,,,,12108.25
5,2023-03-09,,,,L_ONLY,,,,,,,Y,,,,,,,,,5.3,6.5,,,,12353.5
5,2023-03-10,,,,BOTH,,,,,11:25,120,N,,,,,,,,,0,0,,13:25,,0
5,2023-03-13,,,,H_ONLY,,,,,,,Y,,,,,,,,,58.0,142.5,,,,11822.0
5,2023-03-14,,,,BOTH,,,,,10:30,215,N,,,,,,,,,0,0,,14:05,,0
5,2023-03-15,,,,BOTH,,,,,10:30,70,N,,,,,,,,,0,0,,11:40,,0
5,2023-03-16,,,,H_ONLY,,,,,,,Y,,,,,,,,,63.6,77.0,,,,12314.0
5,2023-03-17,,,,L_ONLY,,,,,,,Y,,,,,,,,,76.1,107.75,,,,12811.25
5,2023-03-20,,,,H_ONLY,,,,,,,Y,,,,,,,,,34.5,35.75,,,,12529.5
5,2023-03-21,,,,BOTH,,,,,10:35,260,N,,,,,,,,,0,0,,14:55,,0
5,2023-03-22,,,,BOTH,,,,,11:35,210,N,,,,,,,,,0,0,,15:05,,0
5,2023-03-23,,,,BOTH,,,,,10:40,225,N,,,,,,,,,0,0,,14:25,,0
5,2023-03-24,,,,BOTH,,,,,11:10,50,N,,,,,,,,,0,0,,12:00,,0
5,2023-03-27,,,,L_ONLY,,,,,,,Y,,,,,,,,,78.7,66.5,,,,12965.25
5,2023-03-28,,,,BOTH,,,,,10:30,615,N,,,,,,,,,0,0,,20:45,,0
5,2023-03-29,,,,BOTH,,,,,10:30,175,N,,,,,,,,,0,0,,13:25,,0
5,2023-03-30,,,,BOTH,,,,,10:30,185,N,,,,,,,,,0,0,,13:35,,0
5,2023-03-31,,,,H_ONLY,,,,,,,Y,,,,,,,,,79.4,65.5,,,,13080.25
5,2023-04-03,,,,BOTH,,,,,10:50,305,N,,,,,,,,,0,0,,15:55,,0
5,2023-04-04,,,,L_ONLY,,,,,,,Y,,,,,,,,,26.1,25.25,,,,13326.75
5,2023-04-05,,,,L_ONLY,,,,,,,Y,,,,,,,,,83.0,78.0,,,,13182.0
5,2023-04-06,,,,H_ONLY,,,,,,,Y,,,,,,,,,54.1,54.5,,,,12953.25
5,2023-04-10,,,,H_ONLY,,,,,,,Y,,,,,,,,,30.8,25.5,,,,12967.5
5,2023-04-11,,,,L_ONLY,,,,,,,Y,,,,,,,,,29.3,27.0,,,,13160.5
5,2023-04-12,,,,L_ONLY,,,,,,,Y,,,,,,,,,35.0,51.5,,,,13180.5
5,2023-04-13,,,,H_ONLY,,,,,,,Y,,,,,,,,,69.8,82.75,,,,13019.75
5,2023-04-14,,,,L_ONLY,,,,,,,Y,,,,,,,,,52.4,64.25,,,,13255.0
5,2023-04-17,,,,L_ONLY,,,,,,,Y,,,,,,,,,20.7,14.0,,,,13206.0
5,2023-04-18,,,,L_ONLY,,,,,,,Y,,,,,,,,,72.8,95.25,,,,13297.75
5,2023-04-19,,,,H_ONLY,,,,,,,Y,,,,,,,,,58.4,30.5,,,,13080.5
5,2023-04-20,,,,BOTH,,,,,10:30,285,N,,,,,,,,,0,0,,15:15,,0
5,2023-04-21,,,,H_ONLY,,,,,,,Y,,,,,,,,,21.7,21.5,,,,12982.5
5,2023-04-24,,,,L_ONLY,,,,,,,Y,,,,,,,,,45.0,36.0,,,,13134.0
5,2023-04-25,,,,L_ONLY,,,,,,,Y,,,,,,,,,51.6,40.5,,,,13015.5
5,2023-04-26,,,,BOTH,,,,,11:05,195,N,,,,,,,,,0,0,,14:20,,0
5,2023-04-27,,,,H_ONLY,,,,,,,Y,,,,,,,,,75.8,59.5,,,,13013.5
5,2023-04-28,,,,H_ONLY,,,,,,,Y,,,,,,,,,9.4,11.25,,,,13172.25
5,2023-05-01,,,,BOTH,,,,,10:30,30,N,,,,,,,,,0,0,,11:00,,0
5,2023-05-02,,,,L_ONLY,,,,,,,Y,,,,,,,,,79.4,91.75,,,,13313.25
5,2023-05-03,,,,BOTH,,,,,11:00,180,N,,,,,,,,,0,0,,14:00,,0
5,2023-05-04,,,,BOTH,,,,,10:30,35,N,,,,,,,,,0,0,,11:05,,0
5,2023-05-05,,,,H_ONLY,,,,,,,Y,,,,,,,,,91.7,108.0,,,,13124.25
5,2023-05-08,,,,BOTH,,,,,10:30,75,N,,,,,,,,,0,0,,11:45,,0
5,2023-05-09,,,,L_ONLY,,,,,,,Y,,,,,,,,,32.6,14.0,,,,13317.5
5,2023-05-10,,,,BOTH,,,,,10:45,275,N,,,,,,,,,0,0,,15:20,,0
5,2023-05-11,,,,BOTH,,,,,10:30,55,N,,,,,,,,,0,0,,11:25,,0
5,2023-05-12,,,,L_ONLY,,,,,,,Y,,,,,,,,,72.4,61.5,,,,13487.25
5,2023-05-15,,,,H_ONLY,,,,,,,Y,,,,,,,,,13.7,10.5,,,,13351.5
5,2023-05-16,,,,H_ONLY,,,,,,,Y,,,,,,,,,55.4,45.0,,,,13434.5
5,2023-05-17,,,,H_ONLY,,,,,,,Y,,,,,,,,,46.1,29.75,,,,13475.5
5,2023-05-18,,,,H_ONLY,,,,,,,Y,,,,,,,,,84.1,103.5,,,,13652.75
5,2023-05-19,,,,L_ONLY,,,,,,,Y,,,,,,,,,30.5,20.5,,,,13929.0
5,2023-05-22,,,,H_ONLY,,,,,,,Y,,,,,,,,,23.3,23.25,,,,13847.0
5,2023-05-23,,,,L_ONLY,,,,,,,Y,,,,,,,,,9.4,5.25,,,,13878.0
5,2023-05-24,,,,BOTH,,,,,10:40,280,N,,,,,,,,,0,0,,15:20,,0
5,2023-05-25,,,,H_ONLY,,,,,,,Y,,,,,,,,,14.4,16.5,,,,13851.25
5,2023-05-26,,,,H_ONLY,,,,,,,Y,,,,,,,,,93.8,178.5,,,,14014.75
5,2023-05-30,,,,L_ONLY,,,,,,,Y,,,,,,,,,47.0,75.0,,,,14559.5
5,2023-05-31,,,,L_ONLY,,,,,,,Y,,,,,,,,,34.2,47.25,,,,14412.25
5,2023-06-01,,,,H_ONLY,,,,,,,Y,,,,,,,,,39.2,35.25,,,,14252.0
5,2023-06-05,,,,BOTH,,,,,10:45,225,N,,,,,,,,,0,0,,14:30,,0
5,2023-06-06,,,,H_ONLY,,,,,,,Y,,,,,,,,,30.1,23.25,,,,14504.5
5,2023-06-07,,,,L_ONLY,,,,,,,Y,,,,,,,,,80.0,115.0,,,,14675.0
5,2023-06-08,,,,H_ONLY,,,,,,,Y,,,,,,,,,71.1,67.75,,,,14328.0
5,2023-06-09,,,,L_ONLY,,,,,,,Y,,,,,,,,,6.6,8.75,,,,14866.75
5,2023-06-12,,,,H_ONLY,,,,,,,Y,,,,,,,,,36.7,20.25,,,,14764.0
5,2023-06-14,,,,BOTH,,,,,10:40,200,N,,,,,,,,,0,0,,14:00,,0
5,2023-06-15,,,,H_ONLY,,,,,,,Y,,,,,,,,,65.5,102.0,,,,15114.5
5,2023-06-16,,,,L_ONLY,,,,,,,Y,,,,,,,,,41.1,58.5,,,,15475.5
5,2023-06-19,,,,BOTH,,,,,20:00,115,N,,,,,,,,,0,0,,21:55,,0
5,2023-06-20,,,,L_ONLY,,,,,,,Y,,,,,,,,,12.9,23.25,,,,15310.75
5,2023-06-21,,,,L_ONLY,,,,,,,Y,,,,,,,,,48.5,69.5,,,,15219.25
5,2023-06-22,,,,H_ONLY,,,,,,,Y,,,,,,,,,49.7,92.0,,,,14964.0
5,2023-06-23,,,,H_ONLY,,,,,,,Y,,,,,,,,,21.2,21.75,,,,14985.25
5,2023-06-26,,,,L_ONLY,,,,,,,Y,,,,,,,,,19.9,25.5,,,,15152.5
5,2023-06-27,,,,H_ONLY,,,,,,,Y,,,,,,,,,1.9,1.75,,,,14888.0
5,2023-06-28,,,,H_ONLY,,,,,,,Y,,,,,,,,,27.9,33.25,,,,15025.5
5,2023-06-29,,,,L_ONLY,,,,,,,Y,,,,,,,,,4.6,5.0,,,,15144.75
5,2023-07-03,,,,L_ONLY,,,,,,,Y,,,,,,,,,43.6,23.0,,,,15390.0
5,2023-07-05,,,,H_ONLY,,,,,,,Y,,,,,,,,,24.2,31.75,,,,15292.5
5,2023-07-06,,,,H_ONLY,,,,,,,Y,,,,,,,,,1.9,2.0,,,,15111.5
5,2023-07-07,,,,BOTH,,,,,10:30,85,N,,,,,,,,,0,0,,11:55,,0
5,2023-07-10,,,,BOTH,,,,,12:00,245,N,,,,,,,,,0,0,,16:05,,0
5,2023-07-11,,,,H_ONLY,,,,,,,Y,,,,,,,,,38.3,47.5,,,,15109.5
5,2023-07-12,,,,L_ONLY,,,,,,,Y,,,,,,,,,3.8,3.75,,,,15507.75
5,2023-07-13,,,,H_ONLY,,,,,,,Y,,,,,,,,,11.6,8.0,,,,15552.25
5,2023-07-14,,,,L_ONLY,,,,,,,Y,,,,,,,,,13.3,18.0,,,,15857.25
5,2023-07-17,,,,H_ONLY,,,,,,,Y,,,,,,,,,41.2,30.0,,,,15708.75
5,2023-07-18,,,,H_ONLY,,,,,,,Y,,,,,,,,,23.8,19.75,,,,15733.0
5,2023-07-19,,,,BOTH,,,,,10:40,105,N,,,,,,,,,0,0,,12:25,,0
5,2023-07-20,,,,L_ONLY,,,,,,,Y,,,,,,,,,73.5,110.0,,,,15895.0
5,2023-07-21,,,,L_ONLY,,,,,,,Y,,,,,,,,,38.4,64.75,,,,15719.25
5,2023-07-25,,,,H_ONLY,,,,,,,Y,,,,,,,,,19.2,16.25,,,,15587.75
5,2023-07-26,,,,BOTH,,,,,10:50,225,N,,,,,,,,,0,0,,14:35,,0
5,2023-07-27,,,,L_ONLY,,,,,,,Y,,,,,,,,,35.4,47.25,,,,15904.0
5,2023-07-28,,,,H_ONLY,,,,,,,Y,,,,,,,,,51.8,58.75,,,,15715.75
5,2023-07-31,,,,L_ONLY,,,,,,,Y,,,,,,,,,25.3,25.25,,,,15905.0
5,2023-08-01,,,,BOTH,,,,,10:40,440,N,,,,,,,,,0,0,,18:00,,0
5,2023-08-02,,,,L_ONLY,,,,,,,Y,,,,,,,,,76.6,110.5,,,,15668.75
5,2023-08-03,,,,H_ONLY,,,,,,,Y,,,,,,,,,1.9,2.25,,,,15351.25
5,2023-08-04,,,,BOTH,,,,,12:25,130,N,,,,,,,,,0,0,,14:35,,0
5,2023-08-07,,,,BOTH,,,,,11:05,285,N,,,,,,,,,0,0,,15:50,,0
5,2023-08-08,,,,BOTH,,,,,10:55,575,N,,,,,,,,,0,0,,20:30,,0
5,2023-08-09,,,,L_ONLY,,,,,,,Y,,,,,,,,,55.7,62.0,,,,15368.5
5,2023-08-10,,,,L_ONLY,,,,,,,Y,,,,,,,,,12.7,21.5,,,,15442.25
5,2023-08-11,,,,L_ONLY,,,,,,,Y,,,,,,,,,7.2,8.75,,,,15174.25
5,2023-08-14,,,,H_ONLY,,,,,,,Y,,,,,,,,,79.2,109.25,,,,15035.0
5,2023-08-15,,,,L_ONLY,,,,,,,Y,,,,,,,,,35.0,51.25,,,,15259.25
5,2023-08-16,,,,L_ONLY,,,,,,,Y,,,,,,,,,2.4,2.25,,,,15144.0
5,2023-08-17,,,,L_ONLY,,,,,,,Y,,,,,,,,,39.8,50.0,,,,15007.5
5,2023-08-18,,,,H_ONLY,,,,,,,Y,,,,,,,,,28.8,25.25,,,,14609.25
5,2023-08-21,,,,BOTH,,,,,11:10,135,N,,,,,,,,,0,0,,13:25,,0
5,2023-08-22,,,,L_ONLY,,,,,,,Y,,,,,,,,,39.4,37.25,,,,15092.25
5,2023-08-23,,,,H_ONLY,,,,,,,Y,,,,,,,,,85.7,124.75,,,,14999.5
5,2023-08-24,,,,L_ONLY,,,,,,,Y,,,,,,,,,94.5,253.25,,,,15339.75
5,2023-08-25,,,,L_ONLY,,,,,,,Y,,,,,,,,,12.2,21.75,,,,15048.75
5,2023-08-28,,,,L_ONLY,,,,,,,Y,,,,,,,,,13.3,16.25,,,,15126.5
5,2023-08-29,,,,H_ONLY,,,,,,,Y,,,,,,,,,96.4,226.25,,,,15062.75
5,2023-08-30,,,,H_ONLY,,,,,,,Y,,,,,,,,,21.2,28.0,,,,15375.0
5,2023-08-31,,,,H_ONLY,,,,,,,Y,,,,,,,,,4.0,4.25,,,,15488.75
5,2023-09-01,,,,L_ONLY,,,,,,,Y,,,,,,,,,45.0,69.25,,,,15652.75
5,2023-09-05,,,,H_ONLY,,,,,,,Y,,,,,,,,,42.4,34.25,,,,15442.75
5,2023-09-06,,,,L_ONLY,,,,,,,Y,,,,,,,,,71.1,91.5,,,,15514.25
5,2023-09-07,,,,H_ONLY,,,,,,,Y,,,,,,,,,35.0,29.25,,,,15157.5
5,2023-09-08,,,,L_ONLY,,,,,,,Y,,,,,,,,,2.5,3.0,,,,15586.5
5,2023-09-11,,,,H_ONLY,,,,,,,Y,,,,,,,,,2.7,3.0,,,,15537.25
5,2023-09-12,,,,L_ONLY,,,,,,,Y,,,,,,,,,54.8,43.0,,,,15658.75
5,2023-09-13,,,,H_ONLY,,,,,,,Y,,,,,,,,,50.3,54.0,,,,15454.25
5,2023-09-14,,,,H_ONLY,,,,,,,Y,,,,,,,,,45.0,48.5,,,,15531.0
5,2023-09-15,,,,L_ONLY,,,,,,,Y,,,,,,,,,76.3,120.75,,,,15627.5
5,2023-09-18,,,,H_ONLY,,,,,,,Y,,,,,,,,,22.3,21.5,,,,15343.0
5,2023-09-19,,,,BOTH,,,,,10:35,190,N,,,,,,,,,0,0,,13:45,,0
5,2023-09-20,,,,L_ONLY,,,,,,,Y,,,,,,,,,57.6,42.75,,,,15435.25
5,2023-09-21,,,,L_ONLY,,,,,,,Y,,,,,,,,,1.5,1.5,,,,15020.25
5,2023-09-22,,,,BOTH,,,,,10:30,220,N,,,,,,,,,0,0,,14:10,,0
5,2023-09-25,,,,H_ONLY,,,,,,,Y,,,,,,,,,30.3,34.5,,,,14782.5
5,2023-09-26,,,,L_ONLY,,,,,,,Y,,,,,,,,,33.3,40.5,,,,14846.25
5,2023-09-27,,,,BOTH,,,,,10:50,260,N,,,,,,,,,0,0,,15:10,,0
5,2023-09-28,,,,H_ONLY,,,,,,,Y,,,,,,,,,18.7,21.5,,,,14658.0
5,2023-09-29,,,,L_ONLY,,,,,,,Y,,,,,,,,,38.3,34.75,,,,15060.75
5,2023-10-02,,,,H_ONLY,,,,,,,Y,,,,,,,,,11.4,16.5,,,,14847.75
5,2023-10-03,,,,L_ONLY,,,,,,,Y,,,,,,,,,80.3,163.75,,,,14974.75
5,2023-10-04,,,,H_ONLY,,,,,,,Y,,,,,,,,,4.5,4.5,,,,14734.5
5,2023-10-05,,,,L_ONLY,,,,,,,Y,,,,,,,,,12.0,19.5,,,,14926.5
5,2023-10-06,,,,H_ONLY,,,,,,,Y,,,,,,,,,97.5,139.0,,,,14702.25
5,2023-10-09,,,,H_ONLY,,,,,,,Y,,,,,,,,,13.2,15.5,,,,14949.5
5,2023-10-10,,,,H_ONLY,,,,,,,Y,,,,,,,,,65.4,75.25,,,,15180.0
5,2023-10-11,,,,BOTH,,,,,10:30,330,N,,,,,,,,,0,0,,16:00,,0
5,2023-10-12,,,,BOTH,,,,,11:20,105,N,,,,,,,,,0,0,,13:05,,0
5,2023-10-13,,,,L_ONLY,,,,,,,Y,,,,,,,,,69.9,70.25,,,,15366.75
5,2023-10-16,,,,H_ONLY,,,,,,,Y,,,,,,,,,32.8,43.25,,,,15168.75
5,2023-10-17,,,,H_ONLY,,,,,,,Y,,,,,,,,,83.1,128.0,,,,15050.25
5,2023-10-18,,,,L_ONLY,,,,,,,Y,,,,,,,,,45.6,46.5,,,,15223.75
5,2023-10-19,,,,BOTH,,,,,10:30,90,N,,,,,,,,,0,0,,12:00,,0
5,2023-10-20,,,,L_ONLY,,,,,,,Y,,,,,,,,,65.8,82.75,,,,14886.0
5,2023-10-23,,,,H_ONLY,,,,,,,Y,,,,,,,,,69.2,120.0,,,,14514.25
5,2023-10-24,,,,BOTH,,,,,10:30,110,N,,,,,,,,,0,0,,12:20,,0
5,2023-10-25,,,,L_ONLY,,,,,,,Y,,,,,,,,,42.3,64.5,,,,14749.25
5,2023-10-26,,,,L_ONLY,,,,,,,Y,,,,,,,,,39.1,74.0,,,,14459.0
5,2023-10-27,,,,BOTH,,,,,10:40,30,N,,,,,,,,,0,0,,11:10,,0
5,2023-10-30,,,,L_ONLY,,,,,,,Y,,,,,,,,,3.1,4.5,,,,14476.5
5,2023-10-31,,,,H_ONLY,,,,,,,Y,,,,,,,,,27.9,32.75,,,,14311.25
5,2023-11-01,,,,H_ONLY,,,,,,,Y,,,,,,,,,34.7,42.75,,,,14515.25
5,2023-11-02,,,,H_ONLY,,,,,,,Y,,,,,,,,,50.6,42.0,,,,14869.5
5,2023-11-03,,,,H_ONLY,,,,,,,Y,,,,,,,,,18.1,22.25,,,,15040.5
5,2023-11-06,,,,L_ONLY,,,,,,,Y,,,,,,,,,15.9,11.5,,,,15257.5
5,2023-11-07,,,,H_ONLY,,,,,,,Y,,,,,,,,,87.5,105.25,,,,15224.0
5,2023-11-08,,,,L_ONLY,,,,,,,Y,,,,,,,,,29.6,23.0,,,,15417.5
5,2023-11-09,,,,BOTH,,,,,10:30,80,N,,,,,,,,,0,0,,11:50,,0
5,2023-11-10,,,,H_ONLY,,,,,,,Y,,,,,,,,,20.2,17.25,,,,15305.5
5,2023-11-13,,,,H_ONLY,,,,,,,Y,,,,,,,,,68.1,50.25,,,,15465.25
5,2023-11-14,,,,H_ONLY,,,,,,,Y,,,,,,,,,32.6,31.75,,,,15790.25
5,2023-11-15,,,,BOTH,,,,,10:50,50,N,,,,,,,,,0,0,,11:40,,0
5,2023-11-16,,,,BOTH,,,,,10:40,305,N,,,,,,,,,0,0,,15:45,,0
5,2023-11-17,,,,BOTH,,,,,11:05,55,N,,,,,,,,,0,0,,12:00,,0
5,2023-11-20,,,,H_ONLY,,,,,,,Y,,,,,,,,,44.2,47.5,,,,15894.75
5,2023-11-21,,,,BOTH,,,,,10:30,350,N,,,,,,,,,0,0,,16:20,,0
5,2023-11-24,,,,L_ONLY,,,,,,,Y,,,,,,,,,44.8,28.25,,,,16053.5
5,2023-11-27,,,,H_ONLY,,,,,,,Y,,,,,,,,,34.4,27.5,,,,15970.25
5,2023-11-28,,,,H_ONLY,,,,,,,Y,,,,,,,,,19.9,9.75,,,,15958.5
5,2023-11-29,,,,L_ONLY,,,,,,,Y,,,,,,,,,61.3,75.75,,,,16208.5
5,2023-11-30,,,,L_ONLY,,,,,,,Y,,,,,,,,,45.4,60.25,,,,16051.5
5,2023-12-01,,,,BOTH,,,,,10:30,40,N,,,,,,,,,0,0,,11:10,,0
5,2023-12-04,,,,BOTH,,,,,10:30,320,N,,,,,,,,,0,0,,15:50,,0
5,2023-12-05,,,,H_ONLY,,,,,,,Y,,,,,,,,,28.8,44.25,,,,15783.25
5,2023-12-06,,,,L_ONLY,,,,,,,Y,,,,,,,,,54.3,88.0,,,,16037.75
5,2023-12-07,,,,H_ONLY,,,,,,,Y,,,,,,,,,39.5,43.25,,,,15887.5
5,2023-12-08,,,,H_ONLY,,,,,,,Y,,,,,,,,,27.0,45.5,,,,16153.5
5,2023-12-11,,,,H_ONLY,,,,,,,Y,,,,,,,,,49.5,52.5,,,,16281.5
5,2023-12-12,,,,H_ONLY,,,,,,,Y,,,,,,,,,66.4,62.25,,,,16396.5
5,2023-12-13,,,,BOTH,,,,,11:50,130,N,,,,,,,,,0,0,,14:00,,0
5,2023-12-14,,,,L_ONLY,,,,,,,Y,,,,,,,,,62.2,56.75,,,,16877.25
5,2023-12-15,,,,BOTH,,,,,10:30,190,N,,,,,,,,,0,0,,13:40,,0
5,2023-12-18,,,,H_ONLY,,,,,,,Y,,,,,,,,,31.8,23.25,,,,16832.5
5,2023-12-19,,,,H_ONLY,,,,,,,Y,,,,,,,,,39.0,20.75,,,,16944.5
5,2023-12-20,,,,BOTH,,,,,10:30,245,N,,,,,,,,,0,0,,14:35,,0
5,2023-12-21,,,,BOTH,,,,,12:05,225,N,,,,,,,,,0,0,,15:50,,0
5,2023-12-22,,,,L_ONLY,,,,,,,Y,,,,,,,,,13.4,7.0,,,,17041.5
5,2023-12-26,,,,H_ONLY,,,,,,,Y,,,,,,,,,33.0,17.0,,,,17005.5
5,2023-12-27,,,,H_ONLY,,,,,,,Y,,,,,,,,,4.0,2.75,,,,17055.5
5,2023-12-28,,,,L_ONLY,,,,,,,Y,,,,,,,,,25.8,14.5,,,,17159.0
5,2023-12-29,,,,L_ONLY,,,,,,,Y,,,,,,,,,35.6,12.0,,,,17107.5
5,2024-01-02,,,,L_ONLY,,,,,,,Y,,,,,,,,,54.7,85.75,,,,16873.5
5,2024-01-03,,,,L_ONLY,,,,,,,Y,,,,,,,,,25.5,24.75,,,,16653.5
5,2024-01-04,,,,BOTH,,,,,10:45,310,N,,,,,,,,,0,0,,15:55,,0
5,2024-01-05,,,,BOTH,,,,,10:30,165,N,,,,,,,,,0,0,,13:15,,0
5,2024-01-08,,,,H_ONLY,,,,,,,Y,,,,,,,,,96.9,134.75,,,,16505.5
5,2024-01-09,,,,H_ONLY,,,,,,,Y,,,,,,,,,59.5,51.5,,,,16660.5
5,2024-01-10,,,,H_ONLY,,,,,,,Y,,,,,,,,,71.4,51.75,,,,16801.5
5,2024-01-11,,,,L_ONLY,,,,,,,Y,,,,,,,,,27.3,59.75,,,,17043.5
5,2024-01-12,,,,L_ONLY,,,,,,,Y,,,,,,,,,43.6,46.75,,,,17042.5
5,2024-01-15,,,,BOTH,,,,,10:45,475,N,,,,,,,,,0,0,,18:40,,0
5,2024-01-16,,,,H_ONLY,,,,,,,Y,,,,,,,,,4.7,7.0,,,,16855.0
5,2024-01-17,,,,H_ONLY,,,,,,,Y,,,,,,,,,24.6,37.75,,,,16689.25
5,2024-01-18,,,,BOTH,,,,,10:35,145,N,,,,,,,,,0,0,,13:00,,0
5,2024-01-19,,,,H_ONLY,,,,,,,Y,,,,,,,,,39.8,26.5,,,,17166.25
5,2024-01-22,,,,L_ONLY,,,,,,,Y,,,,,,,,,70.0,71.25,,,,17585.0
5,2024-01-23,,,,H_ONLY,,,,,,,Y,,,,,,,,,22.9,18.0,,,,17409.5
5,2024-01-24,,,,BOTH,,,,,10:30,230,N,,,,,,,,,0,0,,14:20,,0
5,2024-01-25,,,,BOTH,,,,,10:30,120,N,,,,,,,,,0,0,,12:30,,0
5,2024-01-26,,,,BOTH,,,,,10:30,200,N,,,,,,,,,0,0,,13:50,,0
5,2024-01-29,,,,BOTH,,,,,11:00,60,N,,,,,,,,,0,0,,12:00,,0
5,2024-01-30,,,,L_ONLY,,,,,,,Y,,,,,,,,,24.9,17.0,,,,17684.75
5,2024-01-31,,,,BOTH,,,,,10:30,245,N,,,,,,,,,0,0,,14:35,,0
5,2024-02-01,,,,BOTH,,,,,10:30,30,N,,,,,,,,,0,0,,11:00,,0
5,2024-02-02,,,,H_ONLY,,,,,,,Y,,,,,,,,,52.4,83.0,,,,17465.5
