entry_bar,exit_bar,direction,entry_price,target_price,stop_price,target_offset,stop_offset,exit_type,pnl_points,pnl_dollar,close_at_exit,high_at_exit,low_at_exit,entry_date,entry_time,exit_date,exit_time,mean,stddev,innerTop,innerBot,outerTop,outerBot
26542,26563,long,25311.25,25339.3218,25297.2141,28.0718,14.0359,reversal,25.25,505.0,25336.5,25337.75,25329.75,10/10/2025,10:16:41.940000,10/10/2025,10:20:36.490000,25323.655,12.5958,25336.2508,25311.0592,25348.8466,25298.4634
26563,26583,short,25336.5,25311.3084,25349.0958,25.1916,12.5958,stop,-12.5958,-251.92,25349.25,25349.25,25343.5,10/10/2025,10:20:36.490000,10/10/2025,10:25:24.927000,25324.875,12.64,25337.515,25312.235,25350.1551,25299.5949
26583,26612,short,25349.25,25323.9699,25361.89,25.2801,12.64,reversal,11.0,220.0,25338.25,25344.75,25335.0,10/10/2025,10:25:24.927000,10/10/2025,10:31:20.313005,25340.95,5.8481,25346.7981,25335.1019,25352.6462,25329.2538
26612,26619,long,25338.25,25349.9462,25332.4019,11.6962,5.8481,stop,-5.8481,-116.96,25339.0,25340.25,25332.25,10/10/2025,10:31:20.313005,10/10/2025,10:33:45.406002,25341.215,5.723,25346.938,25335.492,25352.661,25329.769
26619,26624,long,25339.0,25350.446,25333.277,11.446,5.723,stop,-5.723,-114.46,25331.75,25337.25,25331.0,10/10/2025,10:33:45.406002,10/10/2025,10:36:06.763000,25341.335,5.6289,25346.9639,25335.7061,25352.5927,25330.0773
26624,26626,long,25331.75,25343.0077,25326.1211,11.2577,5.6289,stop,-5.6289,-112.58,25323.25,25326.5,25322.75,10/10/2025,10:36:06.763000,10/10/2025,10:36:34.668000,25340.93,6.3889,25347.3189,25334.5411,25353.7077,25328.1523
26631,26636,long,25333.75,25349.6697,25325.7901,15.9197,7.9599,reversal,4.0,80.0,25337.75,25346.25,25337.5,10/10/2025,10:37:04.239000,10/10/2025,10:37:57.315009,25338.78,7.462,25346.242,25331.318,25353.704,25323.856
26636,26638,short,25337.75,25322.826,25345.212,14.924,7.462,reversal,5.25,105.0,25332.5,25334.25,25327.75,10/10/2025,10:37:57.315009,10/10/2025,10:38:21.465001,25338.14,7.2688,25345.4088,25330.8712,25352.6776,25323.6024
26638,26643,long,25332.5,25347.0376,25325.2312,14.5376,7.2688,stop,-7.2688,-145.38,25323.75,25327.0,25322.25,10/10/2025,10:38:21.465001,10/10/2025,10:40:28.312001,25336.38,6.8085,25343.1885,25329.5715,25349.997,25322.763
26644,26647,long,25327.0,25340.2302,25320.3849,13.2302,6.6151,stop,-6.6151,-132.3,25322.0,25323.5,25319.25,10/10/2025,10:40:35.263005,10/10/2025,10:41:18.013003,25334.705,6.8556,25341.5606,25327.8494,25348.4162,25320.9938
26650,26657,long,25321.75,25336.6365,25314.3067,14.8865,7.4433,target,14.8865,297.73,25338.0,25338.0,25331.75,10/10/2025,10:41:52.001000,10/10/2025,10:44:05.157003,25332.175,7.9218,25340.0968,25324.2532,25348.0187,25316.3313
26658,26669,short,25339.75,25324.1168,25347.5666,15.6332,7.8166,stop,-7.8166,-156.33,25350.0,25350.0,25345.5,10/10/2025,10:44:14.142004,10/10/2025,10:47:43.603000,25332.78,8.4752,25341.2552,25324.3048,25349.7304,25315.8296
26675,26692,short,25352.5,25331.3394,25363.0803,21.1606,10.5803,target,21.1606,423.21,25333.0,25334.5,25330.0,10/10/2025,10:48:37.978001,10/10/2025,10:53:34.278000,25338.67,10.8684,25349.5384,25327.8016,25360.4067,25316.9333
26703,26704,long,25330.0,25344.2089,25322.8955,14.2089,7.1045,stop,-7.1045,-142.09,25318.5,25329.75,25318.5,10/10/2025,10:57:53.147005,10/10/2025,10:57:53.308088,25342.135,7.556,25349.691,25334.579,25357.247,25327.023
26726,26739,long,25267.75,25328.4037,25237.4231,60.6537,30.3269,stop,-30.3269,-606.54,25237.0,25247.25,25234.0,10/10/2025,10:58:01.364006,10/10/2025,10:58:11.517000,25294.645,33.6026,25328.2476,25261.0424,25361.8503,25227.4397
26739,26743,long,25237.0,25304.2053,25203.3974,67.2053,33.6026,stop,-33.6026,-672.05,25214.25,25221.25,25202.5,10/10/2025,10:58:11.517000,10/10/2025,10:58:14.485000,25285.66,36.6018,25322.2618,25249.0582,25358.8635,25212.4565
26749,26770,long,25211.25,25290.888,25171.431,79.638,39.819,stop,-39.819,-796.38,25174.75,25180.0,25168.75,10/10/2025,10:58:21.603002,10/10/2025,10:59:02.765000,25233.66,25.5157,25259.1757,25208.1443,25284.6913,25182.6287
26781,26809,long,25149.75,25221.0985,25114.0758,71.3485,35.6742,stop,-35.6742,-713.48,25112.25,25121.5,25108.0,10/10/2025,10:59:21.455000,10/10/2025,11:00:22.184001,25171.135,31.7061,25202.8411,25139.4289,25234.5472,25107.7228
26809,26816,long,25112.25,25175.6622,25080.5439,63.4122,31.7061,stop,-31.7061,-634.12,25076.0,25089.25,25074.75,10/10/2025,11:00:22.184001,10/10/2025,11:00:36.728001,25152.795,31.9458,25184.7408,25120.8492,25216.6867,25088.9033
26819,26826,long,25111.5,25177.7711,25078.3644,66.2711,33.1356,stop,-33.1356,-662.71,25071.25,25092.25,25070.75,10/10/2025,11:00:41.666000,10/10/2025,11:01:00.118008,25137.46,35.7555,25173.2155,25101.7045,25208.9711,25065.9489
26826,26853,long,25071.25,25142.7611,25035.4945,71.5111,35.7555,stop,-35.7555,-715.11,25038.25,25053.25,25035.0,10/10/2025,11:01:00.118008,10/10/2025,11:02:18.644004,25088.485,23.4381,25111.9231,25065.0469,25135.3613,25041.6087
26863,26876,long,25029.5,25082.2891,25003.1055,52.7891,26.3945,target,52.7891,1055.78,25084.25,25085.75,25062.5,10/10/2025,11:02:41.902000,10/10/2025,11:03:15.039000,25054.46,26.8555,25081.3155,25027.6045,25108.1709,25000.7491
26876,26896,short,25084.25,25030.5391,25111.1055,53.7109,26.8555,target,53.7109,1074.22,25030.25,25040.0,25023.0,10/10/2025,11:03:15.039000,10/10/2025,11:04:15.089001,25046.47,20.3938,25066.8638,25026.0762,25087.2577,25005.6823
26896,26898,long,25030.25,25071.0377,25009.8562,40.7877,20.3938,stop,-20.3938,-407.88,25000.0,25030.0,25000.0,10/10/2025,11:04:15.089001,10/10/2025,11:04:20.856002,25044.265,20.9301,25065.1951,25023.3349,25086.1252,25002.4048
26901,26923,long,25013.5,25058.4796,24991.0102,44.9796,22.4898,target,44.9796,899.59,25067.0,25067.25,25040.75,10/10/2025,11:04:26.063000,10/10/2025,11:05:42.456000,25042.16,23.7428,25065.9028,25018.4172,25089.6456,24994.6744
26923,26941,short,25067.0,25019.5144,25090.7428,47.4856,23.7428,stop,-23.7428,-474.86,25098.25,25100.0,25073.5,10/10/2025,11:05:42.456000,10/10/2025,11:06:46.738003,25041.83,23.8811,25065.7111,25017.9489,25089.5922,24994.0678
26943,26951,short,25080.0,25029.7847,25105.1076,50.2153,25.1076,target,50.2153,1004.31,25027.0,25042.5,25022.75,10/10/2025,11:06:52.146000,10/10/2025,11:07:18.132001,25047.055,22.7912,25069.8462,25024.2638,25092.6375,25001.4725
26951,26975,long,25027.0,25072.5825,25004.2088,45.5825,22.7912,stop,-22.7912,-455.82,25000.0,25015.0,25000.0,10/10/2025,11:07:18.132001,10/10/2025,11:08:56.954000,25043.865,23.3145,25067.1795,25020.5505,25090.4941,24997.2359
26975,26994,long,25000.0,25046.6291,24976.6855,46.6291,23.3145,reversal,31.5,630.0,25031.5,25040.0,25029.0,10/10/2025,11:08:56.954000,10/10/2025,11:10:09.747000,25020.44,17.6708,25038.1108,25002.7692,25055.7817,24985.0983
26994,26998,short,25031.5,24996.1583,25049.1708,35.3417,17.6708,stop,-17.6708,-353.42,25050.25,25057.25,25044.0,10/10/2025,11:10:09.747000,10/10/2025,11:10:26.114000,25019.63,16.4805,25036.1105,25003.1495,25052.5911,24986.6689
27002,27006,short,25042.25,25005.1782,25060.7859,37.0718,18.5359,stop,-18.5359,-370.72,25064.5,25067.0,25052.5,10/10/2025,11:10:40.883026,10/10/2025,11:10:54.169000,25023.195,20.6822,25043.8772,25002.5128,25064.5594,24981.8306
27013,27025,short,25084.0,25023.8941,25114.053,60.1059,30.053,target,60.1059,1202.12,25024.0,25036.25,25021.75,10/10/2025,11:11:19.520001,10/10/2025,11:12:17.848000,25038.96,30.679,25069.639,25008.281,25100.3181,24977.6019
27038,27055,short,25072.75,25027.3206,25095.4647,45.4294,22.7147,reversal,17.5,350.0,25055.25,25058.0,25043.25,10/10/2025,11:13:34.532001,10/10/2025,11:15:30.832000,25061.37,16.9286,25078.2986,25044.4414,25095.2272,25027.5128
27055,27063,long,25055.25,25089.1072,25038.3214,33.8572,16.9286,stop,-16.9286,-338.57,25032.75,25047.25,25030.25,10/10/2025,11:15:30.832000,10/10/2025,11:16:19.234001,25057.025,14.6408,25071.6658,25042.3842,25086.3066,25027.7434
27063,27067,long,25032.75,25062.0316,25018.1092,29.2816,14.6408,stop,-14.6408,-292.82,25020.25,25034.75,25018.0,10/10/2025,11:16:19.234001,10/10/2025,11:16:44.024000,25053.91,16.5236,25070.4336,25037.3864,25086.9572,25020.8628
27077,27082,long,25011.5,25058.7166,24987.8917,47.2166,23.6083,stop,-23.6083,-472.17,24983.5,24991.0,24981.0,10/10/2025,11:17:44.588000,10/10/2025,11:18:07.376000,25042.715,28.4277,25071.1427,25014.2873,25099.5704,24985.8596
27093,27130,long,24947.75,25028.1434,24907.5533,80.3934,40.1967,stop,-40.1967,-803.93,24905.0,24915.5,24904.0,10/10/2025,11:18:43.261001,10/10/2025,11:20:55.927000,24942.955,19.4724,24962.4274,24923.4826,24981.8998,24904.0102
27140,27148,long,24888.75,24935.503,24865.3735,46.753,23.3765,stop,-23.3765,-467.53,24870.0,24873.25,24861.0,10/10/2025,11:21:24.330001,10/10/2025,11:21:54.375002,24917.555,26.97,24944.525,24890.585,24971.4951,24863.6149
