agg_bar,close,high,low,choppiness
621,24915.25,24920.50,24915.00,0.085714
622,24913.75,24915.75,24913.00,0.531915
623,24916.25,24916.25,24913.25,0.088889
624,24916.50,24920.75,24915.50,0.250000
625,24919.25,24921.75,24915.75,0.210526
626,24923.00,24923.00,24919.00,0.426230
627,24924.00,24924.50,24922.75,0.404255
628,24920.75,24924.75,24919.25,0.200000
629,24921.00,24922.75,24919.75,0.292683
630,24917.25,24921.25,24917.25,0.280000
631,24911.25,24918.00,24911.25,0.709091
632,24913.50,24913.75,24910.50,0.267857
633,24919.00,24919.00,24913.00,0.484375
634,24924.25,24924.50,24918.50,0.704918
635,24926.25,24926.50,24923.50,0.483333
636,24925.50,24926.50,24923.50,0.104167
637,24925.75,24926.50,24923.00,0.052632
638,24928.25,24932.25,24925.75,0.211538
639,24930.00,24932.75,24928.00,0.288136
640,24929.50,24931.00,24928.50,0.090909
641,24930.75,24932.00,24928.50,0.069767
642,24929.00,24931.25,24927.50,0.051282
643,24928.75,24931.25,24928.50,0.200000
644,24930.25,24930.25,24927.25,0.131579
645,24929.00,24930.25,24927.50,0.029412
646,24932.25,24932.75,24928.75,0.205128
647,24931.25,24934.00,24930.50,0.219512
648,24934.75,24934.75,24931.50,0.232558
649,24935.00,24935.75,24934.00,0.441176
650,24935.00,24935.50,24933.25,0.034483
651,24932.00,24936.00,24931.50,0.352941
652,24936.25,24936.50,24931.75,0.108696
653,24939.25,24944.00,24936.00,0.420290
654,24938.50,24943.00,24937.75,0.125000
655,24939.00,24939.00,24937.00,0.016393
656,24935.25,24939.25,24935.25,0.288889
657,24936.50,24937.00,24935.00,0.312500
658,24939.75,24939.75,24935.75,0.450000
659,24942.00,24942.50,24939.25,0.594595
660,24941.00,24941.75,24940.00,0.138889
661,24944.00,24944.00,24939.75,0.216216
662,24946.25,24946.50,24943.50,0.583333
663,24947.50,24947.50,24944.75,0.350000
664,24942.50,24947.75,24942.50,0.340909
665,24945.00,24945.50,24941.75,0.212766
666,24947.75,24948.25,24944.25,0.403846
667,24945.75,24948.50,24945.50,0.069767
668,24950.25,24950.25,24945.00,0.204082
669,24949.25,24950.75,24948.25,0.325581
670,24946.50,24949.50,24944.50,0.294118
671,24948.75,24949.25,24946.00,0.046512
672,24951.25,24952.25,24948.25,0.387755
673,24949.00,24952.75,24948.25,0.021277
674,24949.50,24950.75,24947.50,0.148936
675,24947.75,24950.25,24946.00,0.104167
676,24942.25,24948.00,24942.00,0.537037
677,24950.25,24951.00,24941.75,0.128205
678,24949.25,24951.25,24948.00,0.378378
679,24951.00,24951.50,24948.50,0.048387
680,24953.50,24956.75,24950.75,0.346939
681,24947.75,24953.50,24947.25,0.213115
682,24948.50,24949.50,24944.50,0.289855
683,24952.75,24953.00,24948.25,0.312500
684,24954.00,24954.50,24952.00,0.448980
685,24955.50,24957.25,24954.00,0.261905
686,24953.00,24955.25,24951.00,0.100000
687,24955.00,24956.00,24953.00,0.047619
688,24958.25,24958.75,24955.25,0.488372
689,24956.75,24958.50,24955.50,0.184211
690,24958.25,24959.50,24956.00,0.000000
691,24961.75,24962.00,24958.25,0.487805
692,24961.00,24962.75,24960.25,0.282051
693,24963.75,24963.75,24960.00,0.200000
694,24964.00,24966.25,24963.50,0.333333
695,24960.50,24964.50,24959.75,0.288889
696,24958.00,24961.25,24958.00,0.558140
697,24956.75,24960.00,24956.25,0.319149
698,24954.25,24958.00,24953.25,0.319149
699,24957.75,24958.50,24953.75,0.075472
700,24957.50,24958.25,24955.50,0.265306
701,24962.25,24963.00,24955.50,0.300000
702,24968.50,24968.50,24962.00,0.656716
703,24966.25,24969.25,24966.25,0.235294
704,24966.50,24968.00,24964.25,0.150943
705,24966.75,24968.00,24964.25,0.047619
706,24962.50,24966.25,24961.75,0.333333
707,24961.00,24964.50,24959.25,0.425926
708,24963.50,24966.00,24961.00,0.067797
709,24959.00,24964.75,24959.00,0.125000
710,24961.50,24961.75,24957.25,0.131148
711,24959.50,24963.50,24959.00,0.033898
712,24954.00,24960.75,24954.00,0.476190
713,24955.50,24957.00,24953.25,0.266667
714,24957.75,24958.00,24953.00,0.241935
715,24960.25,24961.75,24957.75,0.372549
716,24960.75,24963.50,24959.75,0.235294
717,24957.75,24961.00,24956.00,0.196078
718,24964.50,24965.50,24958.00,0.230769
719,24963.50,24966.00,24962.50,0.359375
720,24968.00,24968.25,24963.75,0.225806
721,24967.25,24969.00,24967.00,0.375000
722,24968.25,24969.50,24967.00,0.027778
723,24968.25,24969.00,24965.50,0.125000
724,24965.50,24969.25,24965.50,0.282051
725,24967.25,24969.50,24965.50,0.088889
726,24967.00,24968.25,24966.00,0.150000
727,24959.75,24968.50,24959.25,0.483871
728,24956.75,24960.00,24956.25,0.672131
729,24955.50,24957.25,24954.25,0.265625
730,24951.50,24956.50,24951.50,0.446809
731,24953.25,24954.00,24950.25,0.191489
732,24956.75,24957.25,24952.75,0.396226
733,24954.00,24958.25,24953.25,0.056604
734,24959.25,24960.25,24953.00,0.149254
735,24958.50,24959.25,24955.25,0.276923
736,24960.00,24960.75,24957.75,0.052632
737,24961.50,24962.25,24958.00,0.266667
738,24960.25,24962.00,24957.25,0.020833
739,24960.00,24964.25,24959.75,0.111111
740,24963.75,24964.00,24959.50,0.254545
741,24966.00,24966.25,24963.00,0.489796
742,24968.00,24968.25,24965.50,0.404762
743,24964.00,24968.00,24963.50,0.190476
744,24966.25,24966.25,24962.50,0.159091
745,24969.00,24970.00,24965.50,0.392157
746,24970.50,24970.50,24967.00,0.361702
747,24970.00,24972.50,24969.25,0.088889
748,24969.75,24971.50,24969.25,0.083333
749,24972.75,24973.75,24969.75,0.289474
750,24970.75,24973.25,24969.75,0.102564
751,24973.25,24974.25,24969.75,0.041667
752,24973.00,24975.00,24972.00,0.204545
753,24971.75,24973.75,24971.75,0.157895
754,24973.00,24974.25,24971.75,0.000000
755,24970.00,24973.75,24969.50,0.200000
756,24975.00,24975.00,24969.75,0.166667
757,24977.25,24977.25,24974.50,0.591837
758,24974.75,24978.25,24974.50,0.021277
759,24974.25,24975.25,24971.50,0.292683
760,24978.75,24978.75,24974.00,0.326531
761,24977.25,24979.75,24976.25,0.250000
762,24977.25,24978.50,24975.75,0.136364
763,24978.75,24980.25,24977.00,0.157895
764,24978.25,24980.50,24977.75,0.114286
765,24978.25,24979.75,24977.25,0.058824
766,24978.25,24979.50,24976.75,0.000000
767,24975.75,24979.25,24975.00,0.263158
768,24976.50,24978.25,24974.25,0.159091
769,24979.00,24979.00,24975.25,0.270833
770,24980.50,24982.00,24978.75,0.363636
771,24981.50,24982.75,24980.00,0.256410
772,24982.50,24984.25,24981.00,0.216216
773,24984.50,24984.50,24981.75,0.342857
774,24983.00,24985.75,24983.00,0.057143
775,24984.75,24985.75,24982.75,0.029412
776,24982.75,24984.50,24982.50,0.032258
777,24980.50,24985.25,24980.25,0.425000
778,24977.50,24980.75,24976.75,0.477273
779,24982.25,24982.25,24977.00,0.122807
780,24980.50,24983.75,24980.00,0.230769
781,24981.25,24983.75,24979.50,0.075472
782,24984.25,24984.25,24980.75,0.326087
783,24985.00,24985.25,24982.00,0.340909
784,24984.00,24985.50,24983.25,0.027778
785,24986.50,24987.00,24983.50,0.166667
786,24982.25,24986.50,24982.00,0.170732
787,24982.00,24985.75,24981.50,0.367347
788,24982.75,24984.25,24979.50,0.037037
789,24981.25,24983.75,24979.75,0.057692
790,24986.25,24986.50,24981.25,0.250000
791,24984.50,24986.50,24983.25,0.260000
792,24988.25,24988.50,24984.25,0.156863
793,24988.75,24990.00,24988.00,0.447368
794,24989.00,24989.75,24987.50,0.088235
795,24989.75,24990.25,24987.50,0.142857
796,24993.00,24993.00,24989.50,0.470588
797,24992.25,24993.00,24990.75,0.294118
798,24989.75,24992.50,24989.25,0.361111
799,24989.00,24989.75,24987.00,0.393939
800,24990.00,24990.25,24986.75,0.026316
801,24984.50,24990.25,24983.75,0.352941
802,24986.00,24987.25,24983.00,0.280702
803,24983.50,24987.25,24983.50,0.068966
804,24985.75,24987.50,24983.00,0.020000
805,24984.00,24988.00,24984.00,0.040816
806,24982.50,24984.75,24980.75,0.260000
807,24980.25,24983.25,24979.25,0.312500
808,24980.50,24982.25,24979.50,0.186047
809,24979.50,24981.25,24978.75,0.081081
810,24980.75,24982.00,24978.50,0.028571
811,24982.00,24982.25,24978.25,0.250000
812,24983.25,24984.50,24980.50,0.217391
813,24979.50,24983.75,24979.00,0.196078
814,24978.50,24979.75,24977.00,0.413043
815,24979.00,24979.75,24976.50,0.046512
816,24976.25,24979.75,24976.00,0.230769
817,24977.00,24978.50,24975.75,0.205128
818,24980.00,24981.25,24976.75,0.340909
819,24978.50,24981.25,24977.50,0.136364
820,24981.25,24981.75,24977.50,0.100000
821,24979.25,24981.75,24977.25,0.060000
822,24976.75,24979.50,24975.75,0.360000
823,24981.50,24982.00,24976.00,0.157895
824,24984.75,24984.75,24981.25,0.603774
825,24984.25,24985.25,24982.75,0.229167
826,24988.75,24988.75,24984.00,0.372093
827,24988.25,24990.00,24988.00,0.432432
828,24990.75,24990.75,24986.50,0.181818
829,24986.75,24991.25,24986.75,0.139535
830,24983.75,24988.75,24983.75,0.509091
831,24985.25,24987.50,24983.50,0.111111
832,24989.50,24990.50,24985.25,0.403509
833,24986.75,24990.00,24985.75,0.111111
834,24992.50,24992.50,24986.25,0.190476
835,24991.75,24994.50,24990.50,0.344828
836,24989.50,24992.25,24989.50,0.230769
837,24988.25,24990.75,24986.50,0.318182
838,24985.75,24990.00,24985.50,0.326087
839,24988.75,24989.25,24985.00,0.038462
840,24992.00,24993.00,24989.00,0.490196
841,24989.50,24992.75,24989.50,0.065217
842,24990.00,24990.00,24986.00,0.177778
843,24989.25,24991.75,24988.50,0.023810
844,24993.50,24993.75,24988.00,0.269231
845,24989.00,24993.75,24988.50,0.017544
846,24985.00,24990.00,24984.50,0.515152
847,24986.75,24986.75,24984.25,0.169811
848,24988.25,24990.25,24986.25,0.270833
849,24984.00,24989.00,24983.75,0.234043
850,24986.00,24986.75,24983.00,0.173077
851,24983.25,24986.50,24983.25,0.061224
852,24984.50,24987.00,24982.25,0.127660
853,24990.00,24991.00,24984.25,0.457627
854,24991.25,24992.75,24990.00,0.473684
855,24988.25,24992.75,24987.75,0.120690
856,24985.50,24989.50,24985.50,0.489362
857,24985.00,24985.50,24982.75,0.276596
858,24984.00,24987.25,24983.00,0.136364
859,24988.50,24988.50,24983.25,0.285714
860,24989.75,24991.00,24986.50,0.410714
861,24989.50,24991.00,24989.25,0.086957
862,24992.50,24992.50,24989.50,0.297297
863,24986.75,24992.50,24986.50,0.255814
864,24989.25,24992.25,24986.50,0.220339
865,24988.75,24989.50,24984.75,0.121212
866,24989.25,24989.75,24986.50,0.000000
867,24987.25,24989.75,24985.00,0.117647
868,24986.25,24988.25,24984.00,0.244898
869,24987.25,24987.50,24984.75,0.000000
870,24990.00,24990.00,24984.75,0.306122
871,24988.75,24991.50,24988.50,0.136364
872,24990.25,24991.25,24988.00,0.021739
873,24987.00,24991.25,24986.25,0.155556
874,24988.50,24989.00,24985.25,0.145833
875,24992.00,24992.75,24987.00,0.344828
876,24989.50,24991.75,24987.75,0.074074
877,24986.00,24989.25,24986.00,0.461538
878,24982.25,24986.25,24981.75,0.617021
879,24980.75,24983.75,24980.50,0.477273
880,24978.25,24980.75,24978.25,0.390244
881,24979.00,24980.00,24977.75,0.218750
882,24978.25,24981.50,24978.25,0.000000
883,24977.00,24978.50,24976.50,0.266667
884,24976.25,24978.75,24976.25,0.258065
885,24975.50,24978.00,24975.50,0.214286
886,24976.00,24976.50,24974.75,0.037037
887,24973.75,24977.50,24973.50,0.212121
888,24976.75,24977.00,24973.25,0.078947
889,24981.00,24982.00,24977.00,0.568627
890,24979.75,24982.25,24979.00,0.250000
891,24980.50,24980.50,24976.50,0.040816
892,24983.50,24983.50,24979.50,0.333333
893,24986.25,24986.50,24983.00,0.500000
894,24986.25,24987.75,24984.75,0.261905
895,24982.75,24986.50,24982.75,0.341463
896,24981.25,24983.75,24980.50,0.500000
897,24980.25,24984.50,24980.25,0.222222
898,24977.25,24981.50,24976.50,0.320000
899,24978.25,24978.75,24976.25,0.170213
900,24976.00,24978.50,24975.00,0.113636
901,24978.50,24981.50,24975.75,0.021277
902,24977.00,24979.75,24975.00,0.071429
903,24982.25,24982.50,24976.50,0.227273
904,24985.25,24985.25,24982.00,0.589286
905,24985.50,24987.25,24984.75,0.276596
906,24988.75,24988.75,24984.50,0.350000
907,24990.00,24991.25,24988.25,0.461538
908,24988.75,24990.25,24987.50,0.000000
909,24985.75,24989.00,24985.00,0.435897
910,24986.50,24989.00,24985.75,0.225000
911,24986.50,24989.50,24985.00,0.063830
912,24990.00,24990.00,24985.75,0.291667
913,24990.50,24992.25,24989.25,0.340426
914,24989.00,24991.00,24988.00,0.097561
915,24989.50,24991.00,24987.00,0.100000
916,24988.50,24989.50,24986.75,0.051282
917,24989.50,24990.25,24986.25,0.000000
918,24987.75,24989.75,24987.25,0.081081
919,24986.25,24989.50,24985.50,0.309524
920,24988.25,24989.50,24986.00,0.050000
921,24988.25,24988.75,24985.00,0.177778
922,24985.75,24988.75,24984.00,0.208333
923,24990.25,24990.50,24986.00,0.153846
924,24993.00,24993.00,24990.25,0.604167
925,24995.50,24995.50,24992.00,0.488372
926,24994.25,24997.75,24994.25,0.128205
927,24990.00,24994.25,24989.75,0.478261
928,24987.00,24990.50,24987.00,0.630435
929,24987.75,24988.00,24985.25,0.209302
930,24982.75,24987.75,24982.75,0.377778
931,24982.75,24984.25,24981.50,0.476190
932,24983.25,24985.75,24982.50,0.045455
933,24981.50,24984.25,24980.50,0.128205
934,24979.25,24982.25,24978.75,0.380952
935,24978.25,24981.75,24978.25,0.302326
936,24979.00,24980.25,24977.75,0.026316
937,24978.25,24980.25,24978.00,0.000000
938,24980.00,24980.25,24977.75,0.137931
939,24981.50,24981.50,24979.25,0.464286
940,24984.50,24985.75,24980.75,0.461538
941,24989.00,24989.25,24984.00,0.600000
942,24990.25,24990.50,24988.25,0.460000
943,24989.50,24991.50,24988.25,0.046512
944,24988.50,24991.25,24988.00,0.200000
945,24989.25,24989.75,24987.25,0.027778
946,24987.25,24989.75,24987.00,0.147059
947,24987.00,24988.50,24984.50,0.243243
948,24987.00,24987.00,24983.25,0.023810
949,24986.25,24988.25,24985.75,0.073171
950,24991.50,24991.50,24986.00,0.382979
951,24991.25,24992.25,24990.25,0.500000
952,24989.75,24992.00,24989.75,0.179487
953,24991.75,24991.75,24988.75,0.068966
954,24995.50,24995.75,24991.50,0.605263
955,24994.00,24996.50,24993.50,0.219512
956,24995.00,24996.25,24993.50,0.050000
957,24995.50,24996.25,24994.00,0.187500
958,24994.75,24996.50,24994.25,0.034483
959,24995.00,24996.50,24994.25,0.074074
960,24993.25,24996.25,24992.50,0.181818
961,24994.25,24994.75,24991.00,0.076923
962,24994.25,24994.25,24991.50,0.097561
963,24995.25,24995.25,24992.50,0.108108
964,24998.00,24998.00,24994.50,0.416667
965,24999.00,24999.00,24996.50,0.428571
966,25000.00,25000.00,24999.00,0.285714
967,24999.25,25000.50,24998.75,0.047619
968,24998.50,25000.50,24998.50,0.315789
969,24996.25,24999.00,24996.00,0.444444
970,24996.25,24997.00,24995.25,0.333333
971,24994.25,24997.25,24994.00,0.250000
972,24996.25,24997.50,24994.00,0.000000
973,24998.25,24998.50,24994.50,0.372093
974,24998.50,24999.25,24997.50,0.243243
975,24995.00,24999.25,24995.00,0.325000
976,24994.25,24997.25,24994.25,0.472222
977,24997.00,24997.00,24993.75,0.190476
978,24992.75,24997.25,24992.75,0.139535
979,24990.25,24993.25,24989.75,0.600000
980,24987.75,24992.00,24987.00,0.384615
981,24990.00,24991.25,24987.75,0.020833
982,24992.75,24992.75,24989.50,0.425532
983,24991.00,24994.00,24991.00,0.102564
984,24991.00,24991.75,24989.00,0.194444
985,24987.50,24991.00,24986.00,0.325581
986,24983.00,24987.50,24983.00,0.653061
987,24984.00,24985.75,24982.75,0.280000
988,24984.50,24985.00,24983.50,0.166667
989,24988.25,24988.50,24984.50,0.500000
990,24987.75,24988.75,24987.00,0.448276
991,24990.00,24990.00,24987.25,0.205882
992,24988.75,24990.75,24987.50,0.129032
993,24990.00,24991.00,24988.25,0.000000
994,24991.25,24992.50,24989.00,0.263158
995,24989.00,24992.50,24989.00,0.102564
996,24987.50,24989.00,24986.75,0.405405
997,24988.75,24989.50,24987.00,0.030303
998,24987.00,24989.75,24986.50,0.062500
999,24993.00,24993.00,24986.50,0.346939
1000,24992.25,24994.50,24992.25,0.437500
1001,24993.00,24993.75,24991.00,0.000000
1002,24993.00,24994.00,24991.50,0.100000
1003,24994.75,24995.75,24992.75,0.212121
1004,24995.00,24996.50,24994.50,0.266667
1005,24996.75,24997.00,24995.00,0.285714
1006,24994.50,24997.50,24994.50,0.071429
1007,24990.50,24995.00,24990.50,0.657895
1008,24990.50,24991.75,24989.00,0.390244
1009,24990.75,24992.00,24990.25,0.027778
1010,24990.75,24992.00,24989.25,0.034483
1011,24994.50,24994.50,24990.50,0.441176
1012,24991.50,24995.00,24990.75,0.068182
1013,24993.25,24995.00,24991.50,0.106383
1014,24995.25,24996.25,24993.25,0.348837
1015,24995.50,24996.50,24994.00,0.250000
1016,24996.50,24998.00,24995.25,0.151515
1017,24998.50,24999.00,24996.25,0.375000
1018,25001.00,25002.75,24998.50,0.461538
1019,24998.50,25002.00,24998.25,0.000000
1020,25000.50,25000.50,24998.00,0.047619
1021,25001.50,25001.50,24999.50,0.363636
1022,25000.50,25002.50,24999.75,0.000000
1023,24997.50,25000.50,24996.75,0.470588
1024,24999.75,25000.25,24997.25,0.078947
1025,25001.50,25002.00,24998.75,0.400000
1026,25001.25,25002.25,25000.25,0.181818
1027,25001.75,25002.25,24999.00,0.029412
1028,25004.25,25004.25,25000.50,0.333333
1029,25007.50,25007.50,25003.50,0.522727
1030,25005.00,25008.00,25004.50,0.066667
1031,25007.75,25008.25,25004.50,0.022222
1032,25009.00,25009.75,25007.25,0.410256
1033,25010.75,25011.50,25009.00,0.342857
1034,25013.25,25014.50,25010.50,0.472222
1035,25013.00,25013.50,25011.50,0.264706
1036,25013.25,25013.75,25012.25,0.000000
1037,25012.50,25013.25,25011.25,0.090909
1038,25012.75,25013.00,25010.50,0.083333
1039,25009.00,25012.75,25009.00,0.424242
1040,25009.25,25010.50,25008.25,0.411765
1041,25007.50,25010.25,25006.75,0.157895
1042,25005.50,25008.50,25005.50,0.428571
1043,25005.25,25007.25,25004.25,0.236842
1044,25008.75,25009.75,25005.00,0.302326
1045,25008.25,25010.75,25008.00,0.285714
1046,25006.50,25009.25,25006.50,0.219512
1047,25004.25,25007.25,25003.50,0.432432
1048,25002.25,25005.00,25002.25,0.459459
1049,25002.00,25003.25,25001.50,0.272727
1050,24998.75,25002.75,24998.50,0.400000
1051,25001.50,25001.50,24999.00,0.058824
1052,25001.50,25002.50,25000.50,0.314286
1053,25000.75,25003.00,25000.75,0.111111
1054,25004.75,25005.00,25000.50,0.371429
1055,25003.25,25005.50,25002.50,0.256410
1056,25005.00,25006.00,25001.75,0.021277
1057,25010.00,25010.00,25004.75,0.540000
1058,25006.75,25010.00,25006.75,0.137255
1059,25007.75,25008.50,25005.75,0.200000
1060,25008.50,25009.75,25006.75,0.194444
1061,25007.25,25009.25,25007.25,0.064516
1062,25009.00,25009.00,25007.25,0.074074
1063,25011.25,25011.25,25009.00,0.666667
1064,25011.25,25011.50,25008.75,0.333333
1065,25010.75,25012.25,25010.00,0.068966
1066,25010.00,25011.75,25009.25,0.166667
1067,25012.00,25012.50,25009.25,0.156250
1068,25014.75,25014.75,25011.25,0.513514
1069,25017.00,25018.00,25014.75,0.500000
1070,25015.50,25018.00,25014.25,0.071429
1071,25013.25,25015.75,25013.00,0.384615
1072,25009.50,25013.75,25009.50,0.558140
1073,25009.50,25011.25,25009.25,0.416667
1074,25007.25,25010.00,25007.25,0.250000
1075,25010.50,25010.50,25007.00,0.121212
1076,25010.75,25012.00,25009.00,0.378378
1077,25011.00,25012.50,25010.75,0.060606
1078,25009.75,25011.00,25008.00,0.129032
1079,25009.50,25010.75,25008.25,0.206897
1080,25013.50,25013.75,25008.75,0.357143
1081,25015.25,25015.75,25012.75,0.547619
1082,25015.00,25016.00,25014.00,0.150000
1083,25014.75,25015.50,25013.25,0.068966
1084,25015.50,25016.75,25014.50,0.076923
1085,25014.50,25016.00,25014.25,0.040000
1086,25012.25,25015.00,25012.25,0.481481
1087,25011.50,25012.25,25010.00,0.444444
1088,25009.25,25012.25,25009.00,0.363636
1089,25013.00,25013.50,25009.25,0.153846
1090,25012.75,25014.25,25012.00,0.358974
1091,25010.50,25013.25,25010.00,0.256410
1092,25009.75,25010.75,25009.00,0.413793
1093,25011.00,25011.50,25009.25,0.068966
1094,25012.00,25012.75,25010.75,0.375000
1095,25015.00,25015.00,25011.25,0.500000
1096,25016.25,25016.50,25014.25,0.531250
1097,25016.25,25017.75,25015.75,0.156250
1098,25015.25,25017.50,25015.00,0.148148
1099,25018.00,25018.00,25013.50,0.194444
1100,25016.00,25019.25,25015.75,0.071429
1101,25014.25,25017.25,25014.25,0.340909
1102,25011.25,25014.75,25010.75,0.452381
1103,25011.00,25012.75,25010.25,0.342105
1104,25010.00,25011.25,25009.50,0.151515
1105,25010.00,25013.00,25009.75,0.133333
1106,25010.25,25010.25,25008.50,0.037037
1107,25012.00,25013.25,25009.50,0.228571
1108,25013.50,25013.50,25011.75,0.448276
1109,25009.00,25013.50,25008.25,0.279070
1110,25008.00,25009.75,25007.50,0.594595
1111,25007.75,25009.00,25006.75,0.128205
1112,25004.50,25007.50,25004.50,0.466667
1113,25005.00,25005.25,25003.75,0.407407
1114,25006.50,25007.75,25004.75,0.266667
1115,25003.75,25007.00,25002.25,0.135135
1116,25006.00,25006.00,25003.25,0.047619
1117,25010.00,25010.00,25005.75,0.531915
1118,25013.25,25013.25,25009.25,0.659091
1119,25012.50,25014.50,25012.50,0.243902
1120,25010.75,25013.25,25009.25,0.250000
1121,25009.50,25011.50,25008.50,0.333333
1122,25012.25,25012.75,25009.50,0.146341
1123,25014.00,25014.25,25011.75,0.514286
1124,25012.25,25014.50,25012.00,0.000000
1125,25013.75,25014.50,25010.75,0.028571
1126,25014.00,25016.00,25013.75,0.205882
1127,25010.75,25015.25,25010.50,0.279070
1128,25010.75,25011.75,25008.50,0.317073
1129,25009.00,25011.75,25008.50,0.155556
1130,25009.50,25010.00,25008.00,0.147059
1131,25012.25,25012.25,25008.75,0.371429
1132,25011.25,25013.75,25011.25,0.218750
1133,25010.25,25012.25,25009.25,0.222222
1134,25010.75,25012.25,25008.75,0.055556
1135,25010.50,25013.25,25010.25,0.026316
1136,25013.50,25014.50,25010.25,0.255814
1137,25014.50,25014.75,25012.75,0.432432
1138,25015.25,25015.75,25013.50,0.205882
1139,25013.00,25016.25,25012.50,0.187500
1140,25014.75,25016.50,25012.00,0.047619
1141,25016.75,25017.50,25014.50,0.333333
1142,25019.50,25019.75,25016.50,0.441860
1143,25019.50,25021.00,25018.50,0.314286
1144,25018.50,25020.25,25017.50,0.117647
1145,25019.50,25019.50,25017.50,0.000000
1146,25015.50,25019.75,25015.50,0.333333
1147,25017.75,25019.00,25014.00,0.155556
1148,25018.75,25021.25,25017.75,0.254902
1149,25019.50,25019.50,25017.25,0.162791
1150,25025.00,25025.00,25019.25,0.543478
1151,25020.75,25025.00,25019.75,0.094340
1152,25023.00,25023.25,25020.50,0.145455
1153,25021.00,25023.50,25021.00,0.023810
1154,25021.25,25022.50,25020.50,0.241379
1155,25024.75,25024.75,25021.00,0.454545
1156,25026.50,25027.25,25024.75,0.636364
1157,25022.50,25027.25,25022.50,0.204545
1158,25020.50,25022.75,25020.00,0.600000
1159,25017.00,25020.75,25017.00,0.488889
1160,25014.00,25017.50,25013.75,0.634146
1161,25013.25,25014.25,25012.50,0.405405
1162,25016.00,25016.00,25012.00,0.210526
1163,25015.50,25016.25,25013.00,0.250000
1164,25014.75,25016.00,25012.50,0.116279
1165,25017.50,25018.00,25014.75,0.200000
1166,25015.75,25019.00,25015.50,0.097561
1167,25014.00,25017.50,25014.00,0.341463
1168,25012.75,25014.50,25011.50,0.300000
1169,25017.00,25017.00,25012.00,0.260870
1170,25018.25,25019.75,25016.25,0.478261
1171,25018.75,25020.25,25017.75,0.159091
1172,25017.00,25020.00,25016.50,0.131579
1173,25014.50,25019.00,25014.25,0.395349
1174,25016.00,25016.00,25013.00,0.088889
1175,25015.25,25017.25,25015.00,0.075000
1176,25017.75,25018.25,25015.00,0.205882
1177,25017.75,25019.00,25017.25,0.344828
1178,25016.00,25018.25,25016.00,0.241379
1179,25013.00,25016.25,25012.75,0.633333
1180,25011.75,25013.50,25011.25,0.531250
1181,25014.75,25016.50,25011.75,0.166667
1182,25016.75,25016.75,25013.75,0.500000
1183,25015.00,25018.00,25014.00,0.021277
1184,25017.00,25017.25,25013.25,0.022727
1185,25018.00,25018.00,25015.00,0.272727
1186,25017.75,25018.50,25017.00,0.088235
1187,25016.50,25019.50,25016.50,0.200000
1188,25012.75,25018.00,25012.75,0.512821
1189,25012.00,25013.25,25011.50,0.450000
1190,25011.75,25012.50,25010.00,0.105263
1191,25011.00,25012.75,25010.25,0.148148
1192,25009.75,25011.75,25009.50,0.275862
1193,25007.50,25010.50,25007.50,0.451613
1194,25006.75,25008.75,25006.00,0.375000
1195,25005.25,25007.00,25005.25,0.300000
1196,25003.25,25005.50,25003.25,0.518519
1197,25003.25,25004.00,25002.00,0.333333
1198,25006.00,25006.75,25003.00,0.343750
1199,25002.25,25006.00,25001.75,0.100000
1200,25000.25,25002.50,24999.00,0.500000
1201,24999.00,25001.00,24999.00,0.333333
1202,24998.25,24999.75,24997.25,0.250000
1203,25001.75,25001.75,24998.00,0.333333
1204,25000.25,25002.50,24998.50,0.195122
1205,24997.00,24999.50,24996.50,0.441860
1206,24994.75,24997.50,24994.75,0.564103
1207,24994.75,24996.25,24993.75,0.272727
1208,24996.00,24996.25,24993.75,0.161290
1209,24997.75,24998.25,24995.50,0.387097
1210,25001.75,25001.75,24996.25,0.534884
1211,25003.00,25003.50,25000.25,0.456522
1212,25000.25,25004.50,25000.00,0.113208
1213,24997.50,25001.00,24996.75,0.458333
1214,24995.75,24999.00,24995.75,0.375000
1215,24993.75,24995.75,24993.75,0.394737
1216,24994.25,24995.75,24993.25,0.193548
1217,24994.00,24996.25,24993.75,0.035714
1218,24991.25,24995.00,24991.25,0.342857
1219,24992.75,24992.75,24990.75,0.151515
1220,24991.75,24994.25,24991.25,0.057143
1221,24991.25,24992.50,24990.25,0.206897
1222,24992.25,24993.75,24990.75,0.060606
1223,24991.75,24993.75,24991.50,0.066667
1224,24991.25,24992.75,24991.00,0.142857
1225,24989.75,24992.00,24989.75,0.320000
1226,24993.00,24993.00,24989.75,0.241379
1227,24995.25,24995.75,24990.75,0.523810
1228,24996.50,24996.50,24993.75,0.318182
1229,24997.75,24998.00,24995.25,0.238095
1230,24999.00,25000.00,24997.25,0.303030
1231,25000.00,25000.25,24998.25,0.300000
1232,24995.25,25000.25,24995.25,0.384615
1233,24996.75,24996.75,24994.25,0.342105
1234,24999.50,25000.00,24996.75,0.395349
1235,24996.00,24999.75,24995.50,0.075000
1236,24996.75,24997.00,24994.75,0.282051
1237,24996.25,24999.25,24996.25,0.026316
1238,24997.75,24997.75,24994.75,0.121212
1239,25000.00,25000.25,24997.75,0.441176
1240,24998.50,25000.00,24997.25,0.090909
1241,24996.75,24998.75,24996.50,0.433333
1242,25000.75,25001.00,24996.25,0.230769
1243,25001.00,25001.50,24999.00,0.447368
1244,25003.00,25003.00,25001.00,0.243243
