block_num,block_class,trades,wins,win_rate,total_pnl,avg_std100,avg_range_10,avg_band_width,avg_abs_slope_10,avg_abs_slope_20,avg_band_width_change,avg_mean_slope_10
86.0,MEDIUM,20,9,45.0,1000.8399999999999,22.4937328,10.39875,33.740599350000004,0.23313750000004801,0.24189062500000547,-0.34255756222846384,0.04053750000002765
87.0,LOW,20,7,35.0,-1357.7800000000002,18.691384300000003,9.04375,28.0370764,0.23737500000002912,0.23273750000001198,-0.7142651529806635,-0.09792499999999564
88.0,LOW,20,7,35.0,-1461.2599999999998,25.0622036,9.7425,37.593305650000005,0.37953749999998765,0.3900999999999658,0.016500934748348683,-0.07713750000000799
89.0,MEDIUM,20,8,40.0,-615.41,20.4888741,10.16375,30.7333109,0.26849999999996726,0.27917187499997453,-0.3888599498339351,0.01113750000002255
90.0,LOW,20,7,35.0,-1226.2400000000002,22.967773349999998,10.6125,34.45166005,0.3200812500000757,0.31720625000001745,-0.08087289665955844,0.05258125000000291
91.0,MEDIUM,20,10,50.0,936.3000000000002,25.9570867,14.36375,38.93562995,0.35621875000000724,0.3343687499999851,-0.6748969444098039,-0.1647187500000291
92.0,MEDIUM,20,11,55.0,2437.35,15.804848250000001,13.4025,23.7072723,0.21041875000002622,0.20066562500000146,-0.24823331406068389,0.009318750000020373
93.0,MEDIUM,20,9,45.0,-712.6499999999999,19.49814965,13.785,29.2472246,0.230724999999984,0.2009031249999771,0.9983741890613766,0.05163749999992432
94.0,MEDIUM,20,11,55.0,3101.76,22.8900558,13.025,34.3350835,0.2772062500000175,0.279587500000016,-0.3193979745218309,-0.09075625000001311
95.0,MEDIUM,20,10,50.0,778.3500000000001,13.18499125,9.62375,19.77748695,0.2605062499999622,0.29059062499998617,-2.1534217987547466,-0.06608124999998835
96.0,HIGH,20,12,60.0,2737.3,16.54602545,12.12125,24.8190379,0.18369999999993525,0.2076562499999909,0.6326342648715718,-0.08481249999998908
97.0,HIGH,20,12,60.0,3261.2200000000003,22.1772116,12.25125,33.26581735,0.26876875000001743,0.2742468750000262,-0.09340205415708507,-0.0347187500000291
98.0,MEDIUM,20,11,55.0,2695.6,23.0397178,12.508750000000001,34.559576650000004,0.33303749999999127,0.2644531249999818,-0.026514240590351613,-0.03321250000000872
99.0,LOW,20,5,25.0,-2509.75,18.79341825,12.17375,28.1901275,0.2736187500000233,0.2812437499999942,-1.7264490847816703,-0.03474374999997963
100.0,HIGH,20,12,60.0,3705.72,26.9934546,14.977500000000001,40.4901818,0.29353750000003853,0.2888031249999858,-0.33351351706649285,-0.24762500000002546
101.0,MEDIUM,20,10,50.0,3508.89,29.755730949999997,16.134999999999998,44.63359645,0.42210625000003343,0.4574406250000448,-2.9173783797939263,-0.1637812500000291
102.0,HIGH,20,12,60.0,5195.06,26.4367236,15.135,39.6550853,0.30188125000002397,0.27259999999999307,-1.3649721046376626,-0.07970624999999927
103.0,HIGH,20,12,60.0,7641.71,34.353522149999996,15.8,51.530283350000005,0.4760499999999775,0.4126937500000077,-0.21138920076635442,-0.08428750000000947
104.0,LOW,20,5,25.0,-4982.9800000000005,28.34905215,16.0325,42.5235783,0.3641750000000138,0.39676875000001927,-0.9484209958594251,-0.08807499999997162
105.0,MEDIUM,20,10,50.0,1628.2099999999996,22.6676655,14.22375,34.00149825,0.3368187500000204,0.3884375000000091,-2.2276624980778426,0.16945625000000292
106.0,HIGH,20,12,60.0,5162.08,24.275558,12.35,36.413337,0.4652749999999469,0.49543749999998,-1.878354570902026,0.06577500000001238
107.0,MEDIUM,20,10,50.0,2473.9900000000002,19.386185,11.945,29.0792776,0.2259624999999505,0.23658750000001422,-2.5255934778996836,0.11389999999999419
108.0,MEDIUM,20,8,40.0,-327.82000000000005,10.34577595,7.09375,15.518664000000001,0.10133750000000874,0.10512499999998907,-0.03084580663661054,-0.015825000000004367
109.0,MEDIUM,20,8,40.0,-514.4700000000003,18.786127999999998,8.54375,28.1791921,0.3414249999999993,0.34142187499996907,0.07310048899690749,-0.20763749999996434
110.0,HIGH,20,16,80.0,6852.46,21.86385615,13.741249999999999,32.7957841,0.2756124999999702,0.26571250000001784,-2.908389402332881,-0.057200000000029824
111.0,LOW,20,5,25.0,-3211.48,16.82120935,8.21125,25.23181405,0.31871250000000145,0.3336156249999931,0.26386308879891374,0.15613750000000437
112.0,MEDIUM,20,8,40.0,-88.31000000000006,16.5384035,9.803749999999999,24.80760535,0.22088125000003855,0.22991562500001236,-1.990303350811614,0.05465624999991632
113.0,HIGH,20,12,60.0,2413.1099999999997,13.332584399999998,6.9799999999999995,19.9988764,0.18084999999999127,0.16259687499999015,-0.1037476649059708,-0.009512500000018917
114.0,MEDIUM,20,8,40.0,-497.42999999999995,16.005234050000002,8.1475,24.00785085,0.23465624999998907,0.20990937500000656,-0.5368678755477015,0.13594374999995126
115.0,LOW,20,7,35.0,-1748.21,15.607168949999998,9.0275,23.410753399999997,0.19736875000002327,0.2241312499999913,-1.2870790675734682,0.14530624999999417
116.0,MEDIUM,20,8,40.0,-748.48,12.819455049999998,8.678749999999999,19.229182299999998,0.18190624999997454,0.1863312499999847,-1.7282684626490905,0.10719374999998763
117.0,MEDIUM,20,9,45.0,398.9400000000001,13.069041350000001,7.885,19.603562099999998,0.26688125000002405,0.27969374999998764,-1.853802059468722,0.1318312500000138
118.0,LOW,20,6,30.0,-716.2499999999998,16.23544295,7.866249999999999,24.35316455,0.346506249999984,0.37243437500001164,-1.9035621083980352,0.1566562499999418
119.0,MEDIUM,20,10,50.0,1695.9699999999998,16.70482055,13.51875,25.0572309,0.2557062500000211,0.23940937499998655,-2.0501696396894826,-0.0643062500000633
120.0,MEDIUM,20,8,40.0,-85.54000000000002,16.0500083,8.70875,24.0750126,0.1727625000000262,0.19107500000002803,-0.5276374101801922,-0.04402500000003783
121.0,MEDIUM,20,8,40.0,1410.4399999999998,15.441176899999999,7.33125,23.16176525,0.25636249999997746,0.27788749999999707,-0.9664683820292431,-0.08522500000004583
122.0,MEDIUM,20,9,45.0,-741.6000000000001,14.4362647,7.255,21.65439705,0.2807875000000604,0.2935562500000105,-1.4679047745521878,0.052525000000005095
123.0,MEDIUM,20,9,45.0,-434.31999999999994,18.11374055,6.67375,27.170610899999996,0.39226874999993017,0.3568187499999658,0.1419984666637431,0.07498125000001891
124.0,LOW,20,6,30.0,-1231.5499999999997,13.67253245,6.865,20.50879865,0.2578249999999934,0.27006250000000365,-1.1543657103281846,-0.031162500000009464
125.0,MEDIUM,20,8,40.0,52.67999999999989,12.3103785,6.784999999999999,18.4655678,0.16970624999999928,0.15891562500000872,-1.7517237817190168,-0.020331249999999274
126.0,MEDIUM,20,10,50.0,392.71000000000004,10.28427105,6.608750000000001,15.4264068,0.12221875000001092,0.13426249999998618,-0.5019587550754319,0.010731249999935246
127.0,MEDIUM,20,10,50.0,-490.5799999999999,10.9447064,6.7075000000000005,16.4170597,0.10769375000001673,0.13790312499998436,-0.3987432011844363,-0.05855624999998327
128.0,HIGH,20,13,65.0,2541.76,11.09114275,7.53125,16.6367139,0.1866750000000502,0.16976562500001818,-1.7681473741961593,0.09420000000003712
129.0,MEDIUM,20,10,50.0,703.3299999999999,8.91609245,4.7,13.37413885,0.14124374999995779,0.13922500000001492,-0.38889203454513244,0.019281249999985445
130.0,MEDIUM,20,11,55.0,-111.91,11.732198200000001,6.2524999999999995,17.598297249999998,0.18527499999994687,0.19857812500000366,-1.3745195943334163,0.020737499999977444
131.0,MEDIUM,20,9,45.0,875.65,15.150011799999998,6.7525,22.725017450000003,0.2655875000000015,0.2574937499999942,-1.0390398713140576,0.009550000000017458
132.0,HIGH,20,12,60.0,20.09000000000006,22.17825645,10.07875,33.267384699999994,0.4567187500000182,0.4443312499999957,-0.42805651574014325,0.15881874999997309
133.0,LOW,20,4,20.0,-3806.63,17.839933600000002,8.522499999999999,26.75990035,0.30023124999996076,0.31399374999997237,0.7268708867793279,-0.1333562499999971
134.0,MEDIUM,20,8,40.0,1.580000000000041,20.6552288,9.965,30.982843250000002,0.22560000000003128,0.29950000000001636,-0.6849161347504111,-0.026200000000008005
