lookback,inner_mult,outer_mult,martingale,total_trades,total_pnl,up_days,down_days,flat_days,trading_days,win_day_pct,avg_up_day,avg_down_day,worst_day,max_drawdown,pnl_maxdd_ratio,largest_single_loss,ev_per_trade,profit_factor,trades_per_day
75,1.5,3.0,m2.0_max2,2951,95324.33,37,23,0,60,61.67,6200.08,-5829.5,-13824.04,27843.17,3.4236,-3153.11,32.3,1.0763,49.18
100,1.5,2.5,m2.0_max2,3007,70524.26,37,23,0,60,61.67,5394.9,-5612.47,-15898.0,24433.46,2.8864,-2564.82,23.45,1.055,50.12
30,1.25,2.0,m1.5_max2,11704,58421.03,37,23,0,60,61.67,3972.21,-3850.03,-9244.71,21996.53,2.6559,-1344.58,4.99,1.0297,195.07
100,1.25,3.0,none,2331,36984.67,37,23,0,60,61.67,2864.43,-2999.97,-7157.85,15008.44,2.4643,-2105.19,15.87,1.0532,38.85
100,0.75,3.0,none,3147,39883.63,37,23,0,60,61.67,2959.24,-3026.45,-9187.33,16574.2,2.4064,-2653.38,12.67,1.0514,52.45
75,0.5,2.5,m1.5_max2,6577,57755.55,37,23,0,60,61.67,3685.52,-3417.77,-11122.08,24145.25,2.392,-3348.68,8.78,1.0482,109.62
100,1.25,2.0,m2.0_max2,3899,68881.25,37,23,0,60,61.67,5420.72,-5725.46,-19902.05,34212.12,2.0134,-2126.35,17.67,1.051,64.98
40,1.25,2.0,m2.0_max2,9187,65702.72,37,23,0,60,61.67,5073.14,-5304.5,-14484.44,33334.84,1.971,-1452.54,7.15,1.0324,153.12
50,1.25,1.5,m2.0_max2,8612,52095.03,37,23,0,60,61.67,3596.45,-3520.6,-9338.61,26671.69,1.9532,-562.69,6.05,1.0522,143.53
75,1.25,3.0,none,3082,39771.15,37,23,0,60,61.67,3097.58,-3253.89,-7876.85,20404.34,1.9492,-1779.71,12.9,1.0493,51.37
100,1.25,1.5,m2.0_max2,6018,73681.11,37,23,0,60,61.67,4813.94,-4540.63,-24932.61,39979.35,1.843,-763.4,12.24,1.0767,100.3
75,0.5,2.0,none,7317,44938.77,37,23,0,60,61.67,3030.48,-2921.26,-8102.85,25344.82,1.7731,-1492.7,6.14,1.0405,121.95
75,0.5,1.75,m1.5_max2,7581,45921.37,37,23,0,60,61.67,3660.94,-3892.76,-11870.91,28082.59,1.6352,-2377.13,6.06,1.0345,126.35
30,1.0,1.25,none,9367,13899.26,37,23,0,60,61.67,1288.52,-1468.52,-4504.16,10004.32,1.3893,-240.22,1.48,1.0333,156.12
40,1.0,2.0,none,8761,24447.22,37,23,0,60,61.67,2503.8,-2964.93,-6803.94,19438.37,1.2577,-936.59,2.79,1.0202,146.02
75,0.75,2.5,m2.0_max2,4791,32943.17,37,23,0,60,61.67,4162.45,-5263.81,-14503.95,29177.79,1.129,-3373.61,6.88,1.0224,79.85
100,0.5,2.0,m1.5_max2,5526,27143.38,37,23,0,60,61.67,3334.97,-4184.8,-10800.05,31408.14,0.8642,-3636.72,4.91,1.0237,92.1
75,0.5,3.0,m1.5_max2,5802,25786.61,37,23,0,60,61.67,3231.13,-4076.74,-15176.26,37818.32,0.6819,-4138.31,4.44,1.0242,96.7
100,0.75,3.0,m2.0_max2,3147,19113.5,37,23,0,60,61.67,4031.56,-5654.53,-14617.4,31667.86,0.6036,-5306.77,6.07,1.0172,52.45
40,0.5,2.0,m1.5_max2,12572,13518.15,37,23,0,60,61.67,3212.95,-4580.91,-11504.64,29288.94,0.4615,-2809.76,1.08,1.0079,209.53
75,1.0,3.0,m2.0_max2,3381,14725.56,37,23,0,60,61.67,4078.23,-5920.39,-13991.79,39122.03,0.3764,-4077.56,4.36,1.0116,56.35
20,0.75,3.0,m2.0_max2,14962,9615.7,37,23,0,60,61.67,4490.16,-6805.22,-15832.36,52630.0,0.1827,-2661.68,0.64,1.004,249.37
100,1.0,2.0,none,3712,57603.7,36,24,0,60,60.0,2920.35,-1980.37,-6427.93,6525.72,8.8272,-1323.47,15.52,1.0721,61.87
40,1.5,1.75,none,9808,45927.56,36,24,0,60,60.0,2150.73,-1312.45,-5037.89,6566.66,6.994,-257.18,4.68,1.0807,163.47
100,0.75,2.0,none,4082,56108.02,36,24,0,60,60.0,2979.47,-2131.37,-8030.25,12336.46,4.5481,-1515.3,13.75,1.0663,68.03
40,1.25,1.5,none,9436,47846.08,36,24,0,60,60.0,2342.85,-1520.69,-4494.37,10603.67,4.5122,-251.45,5.07,1.092,157.27
20,0.5,1.25,none,15124,36033.75,36,24,0,60,60.0,2172.43,-1757.24,-5567.94,8588.33,4.1957,-586.46,2.38,1.0382,252.07
50,0.5,1.75,m2.0_max2,10581,75193.65,36,24,0,60,60.0,4705.85,-3925.71,-13511.56,19833.99,3.7912,-2542.48,7.11,1.0407,176.35
100,1.5,2.5,m1.5_max2,3007,73817.65,36,24,0,60,60.0,4852.22,-4202.59,-14281.33,21176.67,3.4858,-2564.82,24.55,1.0657,50.12
50,1.5,1.75,m1.5_max2,8839,60672.87,36,24,0,60,60.0,4271.92,-3879.84,-12933.96,19940.47,3.0427,-577.28,6.86,1.0586,147.32
50,0.5,2.0,none,10362,52480.31,36,24,0,60,60.0,3435.36,-2966.37,-9862.14,17972.76,2.92,-1484.85,5.06,1.0408,172.7
100,0.75,1.5,none,5007,26369.25,36,24,0,60,60.0,2197.74,-2197.89,-7469.6,9320.84,2.8291,-1121.78,5.27,1.0326,83.45
40,1.0,2.0,m1.5_max2,8761,61171.61,36,24,0,60,60.0,4424.13,-4087.37,-13169.16,23634.24,2.5883,-1873.18,6.98,1.0355,146.02
50,1.0,1.5,m1.5_max2,9152,52492.94,36,24,0,60,60.0,3547.08,-3133.41,-9760.34,20958.18,2.5047,-1118.48,5.74,1.0368,152.53
75,0.5,2.5,none,6577,50412.92,36,24,0,60,60.0,3170.43,-2655.1,-10055.16,20700.73,2.4353,-1887.0,7.67,1.0478,109.62
75,1.25,2.0,m2.0_max2,5090,63931.38,36,24,0,60,60.0,5245.96,-5205.13,-13370.54,28588.89,2.2362,-2198.18,12.56,1.0413,84.83
75,1.25,2.0,none,5090,32711.0,36,24,0,60,60.0,2654.37,-2618.59,-7499.83,14864.61,2.2006,-1099.09,6.43,1.0373,84.83
40,1.25,3.0,m2.0_max2,5770,79233.89,36,24,0,60,60.0,5425.6,-4836.98,-14339.05,36824.31,2.1517,-2965.67,13.73,1.0461,96.17
100,0.5,3.0,none,4449,46910.63,36,24,0,60,60.0,3221.38,-2877.46,-7565.6,21954.35,2.1367,-2639.92,10.54,1.056,74.15
50,0.75,1.75,m1.5_max2,8239,39721.49,36,24,0,60,60.0,3813.8,-4065.65,-12748.15,20159.95,1.9703,-2105.81,4.82,1.0259,137.32
100,0.75,2.5,none,3647,34853.73,36,24,0,60,60.0,2911.4,-2914.85,-9108.39,18704.3,1.8634,-1996.47,9.56,1.0406,60.78
75,0.75,1.75,m2.0_max2,5723,52532.84,36,24,0,60,60.0,4643.06,-4775.73,-13741.95,30068.97,1.7471,-2730.47,9.18,1.034,95.38
100,1.25,1.5,m1.5_max2,6018,62946.09,36,24,0,60,60.0,4556.92,-4212.63,-24390.09,36205.22,1.7386,-763.4,10.46,1.0694,100.3
75,0.5,1.75,m2.0_max2,7581,56414.33,36,24,0,60,60.0,4658.87,-4637.71,-14844.54,34230.43,1.6481,-2974.24,7.44,1.0351,126.35
75,1.5,3.0,m1.5_max2,2951,38878.69,36,24,0,60,60.0,4289.42,-4814.18,-12619.44,24451.02,1.5901,-3153.11,13.17,1.0366,49.18
100,0.75,1.5,m2.0_max2,5007,38969.6,36,24,0,60,60.0,3766.41,-4025.88,-14854.73,25768.98,1.5123,-2243.55,7.78,1.0287,83.45
75,0.5,1.75,none,7581,37165.37,36,24,0,60,60.0,2840.09,-2711.57,-8780.72,24926.72,1.491,-1487.12,4.9,1.0342,126.35
50,0.75,2.0,none,7733,27493.16,36,24,0,60,60.0,2907.27,-3215.36,-7616.51,18597.24,1.4783,-1237.37,3.56,1.0235,128.88
50,0.75,1.75,m2.0_max2,8239,36815.15,36,24,0,60,60.0,4390.61,-5051.95,-13180.65,25144.55,1.4641,-2267.31,4.47,1.0202,137.32
100,0.5,3.0,m1.5_max2,4449,41452.01,36,24,0,60,60.0,3223.93,-3108.73,-11284.94,30279.4,1.369,-5046.14,9.32,1.0445,74.15
100,1.25,3.0,m1.5_max2,2331,28616.41,36,24,0,60,60.0,3895.0,-4650.15,-15390.09,21578.1,1.3262,-4210.39,12.28,1.0315,38.85
75,1.25,1.5,none,7189,19584.11,36,24,0,60,60.0,2057.86,-2270.78,-7327.06,17145.79,1.1422,-376.15,2.72,1.0365,119.82
20,1.0,2.0,none,16224,20302.92,36,24,0,60,60.0,2862.13,-3447.24,-14602.05,18560.41,1.0939,-762.14,1.25,1.0128,270.4
40,0.5,1.75,m1.5_max2,12604,19901.57,36,24,0,60,60.0,3189.59,-3955.16,-10079.31,27084.32,0.7348,-2478.08,1.58,1.0119,210.07
75,1.0,2.0,m1.5_max2,4835,21347.82,36,24,0,60,60.0,3779.77,-4780.16,-10760.16,30889.57,0.6911,-2293.36,4.42,1.0159,80.58
20,1.25,2.0,m1.5_max2,16482,17518.94,36,24,0,60,60.0,3808.51,-4982.82,-24895.74,31776.29,0.5513,-1205.09,1.06,1.0077,274.7
20,0.5,1.75,none,19595,11398.16,36,24,0,60,60.0,2535.19,-3327.86,-8451.17,23213.71,0.491,-932.38,0.58,1.0072,326.58
30,1.5,2.0,none,12678,9827.19,36,24,0,60,60.0,2083.49,-2715.77,-6663.3,22740.52,0.4321,-448.19,0.78,1.0089,211.3
75,1.25,3.0,m1.5_max2,3082,12733.64,36,24,0,60,60.0,3725.96,-5058.37,-13307.3,30263.91,0.4208,-3559.42,4.13,1.012,51.37
20,0.5,1.75,m1.5_max2,19595,9943.8,36,24,0,60,60.0,3152.0,-4313.68,-12251.74,30156.53,0.3297,-1693.79,0.51,1.0052,326.58
40,1.5,1.75,m1.5_max2,9808,97573.6,35,25,0,60,58.33,4260.15,-2061.27,-9055.91,13328.45,7.3207,-514.36,9.95,1.0949,163.47
75,1.5,3.0,none,2951,55822.42,35,25,0,60,58.33,3601.67,-2809.44,-8354.12,13459.01,4.1476,-1576.55,18.92,1.0728,49.18
20,0.5,1.5,m1.5_max2,17739,64233.44,35,25,0,60,58.33,4079.15,-3141.48,-14600.66,16519.99,3.8882,-1417.19,3.62,1.0403,295.65
50,1.5,2.0,m2.0_max2,8381,96060.89,35,25,0,60,58.33,5850.48,-4348.24,-15851.5,24787.83,3.8753,-1154.55,11.46,1.0564,139.68
75,1.25,2.5,m2.0_max2,3778,89597.06,35,25,0,60,58.33,5834.47,-4584.37,-13177.91,25119.87,3.5668,-2557.54,23.72,1.063,62.97
40,1.25,2.0,m1.5_max2,9187,77192.11,35,25,0,60,58.33,5048.2,-3979.79,-11270.16,22479.83,3.4338,-1452.54,8.4,1.0432,153.12
50,1.5,2.0,none,8381,50137.83,35,25,0,60,58.33,3081.98,-2309.26,-8586.58,14848.67,3.3766,-577.28,5.98,1.0543,139.68
75,1.25,2.5,none,3778,45855.46,35,25,0,60,58.33,3152.01,-2578.59,-7723.0,13858.17,3.3089,-1278.77,12.14,1.0532,62.97
100,1.25,2.0,none,3899,44827.65,35,25,0,60,58.33,3082.78,-2522.79,-8284.49,14099.92,3.1793,-1063.17,11.5,1.0587,64.98
40,1.25,1.75,none,10605,44389.49,35,25,0,60,58.33,2710.38,-2018.95,-8413.66,15010.63,2.9572,-502.91,4.19,1.0447,176.75
20,1.0,1.5,m2.0_max2,15630,88392.53,35,25,0,60,58.33,5151.17,-3675.93,-15372.52,29918.27,2.9545,-708.59,5.66,1.0515,260.5
20,1.25,1.75,m2.0_max2,16588,80268.69,35,25,0,60,58.33,5213.76,-4088.52,-15607.35,28007.38,2.866,-803.39,4.84,1.0393,276.47
50,1.25,2.0,m1.5_max2,7373,76325.74,35,25,0,60,58.33,5141.09,-4144.49,-19604.25,26732.07,2.8552,-1630.21,10.35,1.0474,122.88
50,1.25,1.5,m1.5_max2,8612,56866.6,35,25,0,60,58.33,3788.33,-3029.0,-9381.36,20177.49,2.8183,-562.69,6.6,1.0607,143.53
40,1.25,2.0,none,9187,39393.13,35,25,0,60,58.33,3009.98,-2638.25,-7588.89,15817.2,2.4905,-726.27,4.29,1.0343,153.12
40,1.0,1.25,m1.5_max2,8895,45520.82,35,25,0,60,58.33,2840.93,-2156.46,-5632.05,18660.82,2.4394,-525.89,5.12,1.058,148.25
100,0.75,1.75,m2.0_max2,4430,50670.59,35,25,0,60,58.33,4485.37,-4252.69,-13158.04,20804.95,2.4355,-2928.91,11.44,1.0371,73.83
40,1.25,2.5,m1.5_max2,7070,64298.49,35,25,0,60,58.33,5028.01,-4467.27,-14230.66,27351.54,2.3508,-2432.95,9.09,1.0387,117.83
75,1.5,2.0,m2.0_max2,6009,61761.81,35,25,0,60,58.33,5454.65,-5166.03,-13432.85,26308.58,2.3476,-1335.25,10.28,1.0415,100.15
50,0.5,2.0,m1.5_max2,10362,52967.28,35,25,0,60,58.33,4030.24,-3523.64,-11739.92,23059.4,2.297,-2969.69,5.11,1.0344,172.7
50,0.75,2.5,m2.0_max2,7039,67937.78,35,25,0,60,58.33,5233.45,-4609.32,-16533.13,30943.64,2.1955,-3899.26,9.65,1.0395,117.32
75,1.25,2.0,m1.5_max2,5090,59409.36,35,25,0,60,58.33,4895.37,-4477.14,-11862.21,27461.58,2.1634,-2198.18,11.67,1.0433,84.83
50,1.5,1.75,none,8839,27328.14,35,25,0,60,58.33,2335.86,-2177.07,-7523.74,12647.15,2.1608,-288.64,3.09,1.0479,147.32
50,0.5,2.5,none,9572,37909.36,35,25,0,60,58.33,3340.08,-3159.74,-9452.21,18001.41,2.1059,-1713.6,3.96,1.0301,159.53
75,0.5,2.0,m2.0_max2,7317,64551.91,35,25,0,60,58.33,4771.44,-4097.93,-13688.59,31534.39,2.047,-2897.53,8.82,1.0406,121.95
20,0.5,1.5,m2.0_max2,17739,57220.64,35,25,0,60,58.33,4685.73,-4271.19,-16526.89,28132.73,2.034,-1490.72,3.23,1.0292,295.65
75,1.25,3.0,m2.0_max2,3082,66392.35,35,25,0,60,58.33,5576.96,-5152.05,-13796.8,32930.22,2.0162,-3559.42,21.54,1.0527,51.37
100,1.25,2.5,m2.0_max2,2893,50579.5,35,25,0,60,58.33,5298.75,-5395.07,-16506.57,25438.53,1.9883,-2961.5,17.48,1.0401,48.22
75,0.5,1.25,none,7916,20707.57,35,25,0,60,58.33,2221.28,-2281.48,-8182.26,10430.43,1.9853,-968.1,2.62,1.0228,131.93
20,1.5,2.0,m1.5_max2,17171,56864.66,35,25,0,60,58.33,4721.91,-4336.09,-20786.08,31069.14,1.8303,-837.34,3.31,1.0274,286.18
50,0.5,3.0,m2.0_max2,8582,52760.66,35,25,0,60,58.33,4593.17,-4320.01,-14037.97,29818.82,1.7694,-3906.52,6.15,1.0344,143.03
100,0.75,1.25,m2.0_max2,5883,38313.14,35,25,0,60,58.33,3733.04,-3693.73,-10398.03,23465.68,1.6327,-1574.71,6.51,1.0308,98.05
30,1.25,2.0,none,11704,24847.53,35,25,0,60,58.33,2394.07,-2357.79,-6467.26,15958.94,1.557,-672.29,2.12,1.0195,195.07
100,1.25,2.5,m1.5_max2,2893,38985.38,35,25,0,60,58.33,4609.27,-4893.56,-13907.61,26688.94,1.4607,-2961.5,13.48,1.036,48.22
50,0.5,1.5,none,10659,20266.93,35,25,0,60,58.33,2581.05,-2802.8,-10537.63,15629.68,1.2967,-1052.19,1.9,1.0174,177.65
20,1.0,2.0,m2.0_max2,16224,40901.75,35,25,0,60,58.33,5026.64,-5401.23,-27218.77,31560.84,1.296,-1524.29,2.52,1.0155,270.4
100,1.25,1.75,m2.0_max2,4984,43060.54,35,25,0,60,58.33,5127.01,-5455.39,-19902.6,34357.12,1.2533,-1464.46,8.64,1.0323,83.07
30,0.75,1.25,none,12282,18306.98,35,25,0,60,58.33,1700.25,-1648.08,-4267.62,14704.8,1.245,-480.45,1.49,1.0218,204.7
50,0.5,2.5,m1.5_max2,9572,28831.3,35,25,0,60,58.33,3835.65,-4216.66,-11641.19,23811.86,1.2108,-3427.21,3.01,1.0199,159.53
75,0.75,2.0,m2.0_max2,5362,33715.27,35,25,0,60,58.33,4385.09,-4790.52,-11859.0,32401.89,1.0405,-3073.62,6.29,1.0217,89.37
100,0.5,3.0,m2.0_max2,4449,37484.85,35,25,0,60,58.33,4264.96,-4471.55,-10605.2,37302.28,1.0049,-5046.14,8.43,1.0336,74.15
30,0.75,1.75,m2.0_max2,12781,31088.6,35,25,0,60,58.33,4052.12,-4429.43,-19322.98,30948.7,1.0045,-1824.52,2.43,1.0143,213.02
75,0.75,1.5,m1.5_max2,6403,22806.31,35,25,0,60,58.33,3609.92,-4141.63,-11216.09,23489.06,0.9709,-1945.47,3.56,1.0175,106.72
100,1.25,1.75,m1.5_max2,4984,33028.81,35,25,0,60,58.33,4722.83,-5290.81,-18268.81,39206.24,0.8424,-1410.17,6.63,1.0272,83.07
40,1.0,1.75,m2.0_max2,9777,33760.17,35,25,0,60,58.33,4159.9,-4473.46,-13259.12,43611.38,0.7741,-1486.85,3.45,1.0172,162.95
40,1.5,2.5,m2.0_max2,7220,23313.65,35,25,0,60,58.33,5213.91,-6366.93,-18273.82,34579.5,0.6742,-1841.1,3.23,1.0118,120.33
