cycle_id,week,category,seed_dt,exit_dt,direction,seed_price,exit_price,exit_type,depth,max_position,pnl_ticks,pnl_dollars,bars_held,mfe_ticks,mae_ticks,agg_bars_held
3233,2025-W46,GOOD,2025-11-11 09:37:52,2025-11-11 09:38:30,LONG,25611.0,25621.0,REVERSAL,0,1,40.0,196.5,1226,40.0,22.0,5
3234,2025-W46,GOOD,2025-11-11 09:41:41,2025-11-11 09:43:07,LONG,25603.75,25603.75,REVERSAL,1,2,40.0,193.0,2512,25.0,41.0,11
3235,2025-W46,GOOD,2025-11-11 09:43:07,2025-11-11 09:44:16,SHORT,25603.75,25603.75,REVERSAL,1,2,40.0,193.0,1418,35.0,40.0,6
3236,2025-W46,GOOD,2025-11-11 09:46:26,2025-11-11 09:46:39,SHORT,25619.25,25609.25,REVERSAL,0,1,40.0,196.5,331,40.0,23.0,2
3237,2025-W46,GOOD,2025-11-11 09:50:15,2025-11-11 09:50:32,LONG,25572.0,25572.0,REVERSAL,1,2,40.0,193.0,1859,20.0,40.0,8
3238,2025-W46,GOOD,2025-11-11 09:51:38,2025-11-11 09:51:51,LONG,25564.0,25574.0,REVERSAL,0,1,40.0,196.5,456,40.0,13.0,2
3239,2025-W46,GOOD,2025-11-11 09:53:14,2025-11-11 09:54:25,LONG,25570.0,25580.0,REVERSAL,0,1,40.0,196.5,1352,40.0,20.0,6
3240,2025-W46,GOOD,2025-11-11 09:56:25,2025-11-11 09:59:13,SHORT,25612.0,25632.0,HARD_STOP,1,2,-120.0,-607.0,5180,26.0,60.0,21
3241,2025-W46,GOOD,2025-11-11 10:00:09,2025-11-11 10:01:45,LONG,25620.0,25620.0,REVERSAL,1,2,40.0,193.0,2744,20.0,40.0,11
3242,2025-W46,GOOD,2025-11-11 10:03:57,2025-11-11 10:05:47,LONG,25602.25,25582.0,HARD_STOP,1,2,-121.0,-612.0,2870,35.0,60.5,12
3243,2025-W46,GOOD,2025-11-11 10:06:21,2025-11-11 10:06:34,SHORT,25593.25,25583.25,REVERSAL,0,1,40.0,196.5,434,40.0,7.0,2
3244,2025-W46,GOOD,2025-11-11 10:06:51,2025-11-11 10:07:51,LONG,25554.0,25564.0,REVERSAL,0,1,40.0,196.5,2398,40.0,35.0,10
3245,2025-W46,GOOD,2025-11-11 10:09:31,2025-11-11 10:09:43,LONG,25561.5,25572.0,REVERSAL,0,1,42.0,206.5,233,42.0,0.0,1
3246,2025-W46,GOOD,2025-11-11 10:09:43,2025-11-11 10:10:06,SHORT,25572.0,25592.25,HARD_STOP,1,2,-121.0,-612.0,628,9.0,60.5,4
3247,2025-W46,GOOD,2025-11-11 10:10:45,2025-11-11 10:12:04,LONG,25578.75,25588.75,REVERSAL,0,1,40.0,196.5,1473,40.0,32.0,6
3248,2025-W46,GOOD,2025-11-11 10:13:28,2025-11-11 10:14:47,LONG,25568.25,25568.25,REVERSAL,1,2,40.0,193.0,1676,37.0,40.0,7
3249,2025-W46,GOOD,2025-11-11 10:16:24,2025-11-11 10:16:54,SHORT,25568.5,25558.5,REVERSAL,0,1,40.0,196.5,369,40.0,7.0,2
3250,2025-W46,GOOD,2025-11-11 10:18:11,2025-11-11 10:18:36,SHORT,25566.5,25556.0,REVERSAL,0,1,42.0,206.5,453,42.0,17.0,2
3251,2025-W46,GOOD,2025-11-11 10:20:37,2025-11-11 10:21:47,SHORT,25562.5,25552.5,REVERSAL,0,1,40.0,196.5,1358,40.0,17.0,6
3252,2025-W46,GOOD,2025-11-11 10:22:13,2025-11-11 10:22:29,LONG,25548.75,25558.75,REVERSAL,0,1,40.0,196.5,311,40.0,8.0,2
3253,2025-W46,GOOD,2025-11-11 10:22:43,2025-11-11 10:23:00,SHORT,25569.25,25559.25,REVERSAL,0,1,40.0,196.5,415,40.0,12.0,2
3254,2025-W46,GOOD,2025-11-11 10:23:34,2025-11-11 10:25:36,SHORT,25558.0,25578.0,HARD_STOP,1,2,-120.0,-607.0,1893,30.0,60.0,8
3255,2025-W46,GOOD,2025-11-11 10:28:48,2025-11-11 10:28:54,LONG,25536.0,25546.0,REVERSAL,0,1,40.0,196.5,315,40.0,12.0,2
3256,2025-W46,GOOD,2025-11-11 10:30:00,2025-11-11 10:30:27,LONG,25543.5,25543.75,REVERSAL,1,2,42.0,203.0,879,21.0,40.0,5
3257,2025-W46,GOOD,2025-11-11 10:30:51,2025-11-11 10:32:14,SHORT,25550.75,25540.75,REVERSAL,0,1,40.0,196.5,1523,40.0,9.0,7
3258,2025-W46,GOOD,2025-11-11 10:33:46,2025-11-11 10:34:40,LONG,25517.0,25517.0,REVERSAL,1,2,40.0,193.0,1445,20.0,40.0,7
3259,2025-W46,GOOD,2025-11-11 10:36:17,2025-11-11 10:36:38,SHORT,25512.5,25502.25,REVERSAL,0,1,41.0,201.5,407,41.0,4.0,3
3260,2025-W46,GOOD,2025-11-11 10:36:38,2025-11-11 10:37:08,LONG,25502.25,25512.25,REVERSAL,0,1,40.0,196.5,734,40.0,8.0,3
3261,2025-W46,GOOD,2025-11-11 10:38:13,2025-11-11 10:39:17,SHORT,25517.0,25507.0,REVERSAL,0,1,40.0,196.5,1162,40.0,26.0,5
3262,2025-W46,GOOD,2025-11-11 10:40:05,2025-11-11 10:40:16,SHORT,25525.5,25515.5,REVERSAL,0,1,40.0,196.5,382,40.0,5.0,2
3263,2025-W46,GOOD,2025-11-11 10:40:31,2025-11-11 10:41:51,SHORT,25522.5,25542.75,HARD_STOP,1,2,-122.0,-617.0,2080,16.0,61.0,10
3264,2025-W46,GOOD,2025-11-11 10:45:08,2025-11-11 10:45:38,SHORT,25542.75,25532.75,REVERSAL,0,1,40.0,196.5,587,40.0,19.0,3
3265,2025-W46,GOOD,2025-11-11 10:46:30,2025-11-11 10:48:01,LONG,25518.75,25518.5,REVERSAL,1,2,39.0,188.0,1804,23.0,41.0,8
3266,2025-W46,GOOD,2025-11-11 10:50:18,2025-11-11 10:50:52,LONG,25506.75,25516.75,REVERSAL,0,1,40.0,196.5,421,40.0,8.0,2
3267,2025-W46,GOOD,2025-11-11 10:51:59,2025-11-11 10:52:27,SHORT,25507.75,25497.75,REVERSAL,0,1,40.0,196.5,517,40.0,8.0,3
3268,2025-W46,GOOD,2025-11-11 10:56:51,2025-11-11 10:59:10,SHORT,25496.75,25516.75,HARD_STOP,1,2,-120.0,-607.0,2684,32.0,60.0,11
3269,2025-W46,GOOD,2025-11-11 11:00:15,2025-11-11 11:03:09,SHORT,25521.25,25541.25,HARD_STOP,1,2,-120.0,-607.0,3469,36.0,60.0,14
3270,2025-W46,GOOD,2025-11-11 11:05:48,2025-11-11 11:06:16,SHORT,25532.75,25522.75,REVERSAL,0,1,40.0,196.5,491,40.0,6.0,2
3271,2025-W46,GOOD,2025-11-11 11:06:28,2025-11-11 11:07:29,LONG,25516.0,25526.0,REVERSAL,0,1,40.0,196.5,945,40.0,9.0,4
3272,2025-W46,GOOD,2025-11-11 11:09:48,2025-11-11 11:10:05,LONG,25508.75,25518.75,REVERSAL,0,1,40.0,196.5,349,40.0,7.0,2
3273,2025-W46,GOOD,2025-11-11 11:13:54,2025-11-11 11:15:39,LONG,25520.0,25530.0,REVERSAL,0,1,40.0,196.5,1326,40.0,23.0,6
3274,2025-W46,GOOD,2025-11-11 11:16:43,2025-11-11 11:17:40,LONG,25524.5,25534.5,REVERSAL,0,1,40.0,196.5,658,40.0,14.0,3
3275,2025-W46,GOOD,2025-11-11 11:21:30,2025-11-11 11:23:39,SHORT,25561.5,25581.5,HARD_STOP,1,2,-120.0,-607.0,2650,8.0,60.0,11
3276,2025-W46,GOOD,2025-11-11 11:29:05,2025-11-11 11:30:21,LONG,25514.75,25494.5,HARD_STOP,1,2,-122.0,-617.0,2605,19.0,61.0,11
3277,2025-W46,GOOD,2025-11-11 11:30:42,2025-11-11 11:33:39,SHORT,25496.0,25516.0,HARD_STOP,1,2,-120.0,-607.0,4084,25.0,60.0,17
3278,2025-W46,GOOD,2025-11-11 11:35:06,2025-11-11 11:36:30,LONG,25515.5,25525.5,REVERSAL,0,1,40.0,196.5,1234,40.0,29.0,5
3279,2025-W46,GOOD,2025-11-11 11:36:45,2025-11-11 11:37:09,SHORT,25535.25,25525.25,REVERSAL,0,1,40.0,196.5,552,40.0,2.0,3
3280,2025-W46,GOOD,2025-11-11 11:42:09,2025-11-11 11:44:13,SHORT,25520.5,25520.5,REVERSAL,1,2,40.0,193.0,1818,20.0,40.0,8
3281,2025-W46,GOOD,2025-11-11 11:44:49,2025-11-11 11:45:25,LONG,25512.75,25522.75,REVERSAL,0,1,40.0,196.5,556,40.0,2.0,3
3282,2025-W46,GOOD,2025-11-11 11:45:43,2025-11-11 11:46:44,LONG,25515.75,25525.75,REVERSAL,0,1,40.0,196.5,728,40.0,22.0,4
3283,2025-W46,GOOD,2025-11-11 11:50:44,2025-11-11 11:51:00,LONG,25509.25,25519.25,REVERSAL,0,1,40.0,196.5,334,40.0,5.0,2
3284,2025-W46,GOOD,2025-11-11 11:51:49,2025-11-11 11:52:17,SHORT,25529.25,25519.25,REVERSAL,0,1,40.0,196.5,230,40.0,2.0,1
3285,2025-W46,GOOD,2025-11-11 11:52:17,2025-11-11 11:53:19,LONG,25519.25,25529.25,REVERSAL,0,1,40.0,196.5,471,40.0,6.0,3
3286,2025-W46,GOOD,2025-11-11 11:57:46,2025-11-11 12:00:19,LONG,25511.75,25522.0,REVERSAL,0,1,41.0,201.5,1673,41.0,32.0,7
3287,2025-W46,GOOD,2025-11-11 12:03:56,2025-11-11 12:05:38,SHORT,25534.5,25554.5,HARD_STOP,1,2,-120.0,-607.0,1653,25.0,60.0,7
3288,2025-W46,GOOD,2025-11-11 12:07:10,2025-11-11 12:09:16,LONG,25561.0,25561.0,REVERSAL,1,2,40.0,193.0,2209,29.0,40.0,9
3289,2025-W46,GOOD,2025-11-11 12:16:35,2025-11-11 12:20:59,SHORT,25574.0,25594.5,HARD_STOP,1,2,-123.0,-622.0,2920,20.0,61.5,13
3290,2025-W46,GOOD,2025-11-11 12:21:04,2025-11-11 12:22:24,LONG,25588.75,25588.75,REVERSAL,1,2,40.0,193.0,1224,20.0,40.0,6
3291,2025-W46,GOOD,2025-11-11 12:34:44,2025-11-11 12:35:54,SHORT,25575.25,25565.25,REVERSAL,0,1,40.0,196.5,498,40.0,3.0,2
3292,2025-W46,GOOD,2025-11-11 12:36:12,2025-11-11 12:48:25,SHORT,25571.5,25591.5,HARD_STOP,1,2,-120.0,-607.0,5600,36.0,60.0,24
3293,2025-W46,GOOD,2025-11-11 12:50:21,2025-11-11 12:50:35,LONG,25587.0,25597.0,REVERSAL,0,1,40.0,196.5,302,40.0,1.0,2
3294,2025-W46,GOOD,2025-11-11 12:52:49,2025-11-11 12:54:48,SHORT,25612.75,25612.75,REVERSAL,1,2,40.0,193.0,2609,20.0,40.0,11
3295,2025-W46,GOOD,2025-11-11 12:55:42,2025-11-11 12:58:50,SHORT,25628.25,25618.25,REVERSAL,0,1,40.0,196.5,2227,40.0,12.0,9
3296,2025-W46,GOOD,2025-11-11 13:03:11,2025-11-11 13:03:54,LONG,25611.75,25621.75,REVERSAL,0,1,40.0,196.5,551,40.0,8.0,3
3297,2025-W46,GOOD,2025-11-11 13:12:01,2025-11-11 13:12:59,LONG,25625.75,25635.75,REVERSAL,0,1,40.0,196.5,308,40.0,3.0,2
3298,2025-W46,GOOD,2025-11-11 13:14:18,2025-11-11 13:16:57,LONG,25630.0,25640.0,REVERSAL,0,1,40.0,196.5,1335,40.0,25.0,7
3299,2025-W46,GOOD,2025-11-11 13:21:03,2025-11-11 13:22:06,SHORT,25669.5,25659.5,REVERSAL,0,1,40.0,196.5,1026,40.0,9.0,5
3300,2025-W46,GOOD,2025-11-11 13:23:32,2025-11-11 13:25:47,LONG,25654.75,25634.75,HARD_STOP,1,2,-120.0,-607.0,2352,21.0,60.0,10
3301,2025-W46,GOOD,2025-11-11 13:34:36,2025-11-11 13:36:31,LONG,25633.75,25613.75,HARD_STOP,1,2,-120.0,-607.0,1201,18.0,60.0,5
3302,2025-W46,GOOD,2025-11-11 13:38:22,2025-11-11 13:41:07,SHORT,25627.75,25647.75,HARD_STOP,1,2,-120.0,-607.0,2194,35.0,60.0,9
3303,2025-W46,GOOD,2025-11-11 13:43:26,2025-11-11 13:45:04,LONG,25646.25,25656.25,REVERSAL,0,1,40.0,196.5,805,40.0,1.0,4
3304,2025-W46,GOOD,2025-11-11 13:46:25,2025-11-11 13:48:11,SHORT,25665.75,25655.75,REVERSAL,0,1,40.0,196.5,1115,40.0,20.0,5
3305,2025-W46,GOOD,2025-11-11 13:53:49,2025-11-11 13:54:25,SHORT,25681.25,25671.25,REVERSAL,0,1,40.0,196.5,407,40.0,2.0,2
3306,2025-W46,GOOD,2025-11-11 13:58:48,2025-11-11 14:00:21,SHORT,25694.5,25684.5,REVERSAL,0,1,40.0,196.5,1026,40.0,7.0,5
3307,2025-W46,GOOD,2025-11-11 14:08:31,2025-11-11 14:09:17,SHORT,25661.75,25651.75,REVERSAL,0,1,40.0,196.5,459,40.0,3.0,3
3308,2025-W46,GOOD,2025-11-11 14:20:43,2025-11-11 14:21:26,SHORT,25665.75,25655.75,REVERSAL,0,1,40.0,196.5,266,40.0,1.0,2
3309,2025-W46,GOOD,2025-11-11 14:27:44,2025-11-11 14:35:09,SHORT,25670.75,25660.75,REVERSAL,0,1,40.0,196.5,3475,40.0,18.0,14
3310,2025-W46,GOOD,2025-11-11 14:37:29,2025-11-11 14:39:22,SHORT,25667.75,25657.5,REVERSAL,0,1,41.0,201.5,667,41.0,5.0,3
3311,2025-W46,GOOD,2025-11-11 14:40:53,2025-11-11 14:42:13,LONG,25651.5,25661.5,REVERSAL,0,1,40.0,196.5,473,40.0,2.0,2
3312,2025-W46,GOOD,2025-11-11 14:47:20,2025-11-11 14:50:25,SHORT,25663.0,25662.75,REVERSAL,1,2,42.0,203.0,1619,21.0,40.0,7
3313,2025-W46,GOOD,2025-11-11 14:50:25,2025-11-11 14:55:31,LONG,25662.75,25672.75,REVERSAL,0,1,40.0,196.5,1459,40.0,6.0,7
3314,2025-W46,GOOD,2025-11-11 14:56:43,2025-11-11 15:01:14,LONG,25669.25,25669.25,REVERSAL,1,2,40.0,193.0,2126,20.0,40.0,10
3315,2025-W46,GOOD,2025-11-11 15:04:46,2025-11-11 15:17:20,SHORT,25672.75,25662.75,REVERSAL,0,1,40.0,196.5,4689,40.0,38.0,20
3316,2025-W46,GOOD,2025-11-11 15:27:08,2025-11-11 15:27:40,LONG,25652.75,25663.0,REVERSAL,0,1,41.0,201.5,305,41.0,2.0,2
3317,2025-W46,GOOD,2025-11-11 15:33:24,2025-11-11 15:34:23,SHORT,25667.75,25657.75,REVERSAL,0,1,40.0,196.5,513,40.0,4.0,3
3318,2025-W46,GOOD,2025-11-11 15:40:02,2025-11-11 15:40:35,LONG,25646.75,25656.75,REVERSAL,0,1,40.0,196.5,289,40.0,0.0,2
3319,2025-W46,GOOD,2025-11-11 15:42:21,2025-11-11 15:42:50,LONG,25650.0,25660.0,REVERSAL,0,1,40.0,196.5,263,40.0,6.0,2
3320,2025-W46,GOOD,2025-11-11 15:46:43,2025-11-11 15:49:50,LONG,25653.25,25654.75,EOD_FLATTEN,0,1,6.0,26.5,1361,35.0,7.0,6
3321,2025-W46,GOOD,2025-11-12 09:30:49,2025-11-12 09:31:16,LONG,25735.25,25715.25,HARD_STOP,1,2,-120.0,-607.0,2486,29.0,60.0,10
3322,2025-W46,GOOD,2025-11-12 09:32:02,2025-11-12 09:32:04,LONG,25693.0,25703.0,REVERSAL,0,1,40.0,196.5,157,40.0,0.0,1
3323,2025-W46,GOOD,2025-11-12 09:32:04,2025-11-12 09:32:29,SHORT,25703.0,25693.0,REVERSAL,0,1,40.0,196.5,1201,40.0,7.0,6
3324,2025-W46,GOOD,2025-11-12 09:33:10,2025-11-12 09:33:43,SHORT,25706.25,25696.25,REVERSAL,0,1,40.0,196.5,1523,40.0,28.0,7
3325,2025-W46,GOOD,2025-11-12 09:34:46,2025-11-12 09:35:12,LONG,25677.75,25687.75,REVERSAL,0,1,40.0,196.5,1219,40.0,21.0,5
3326,2025-W46,GOOD,2025-11-12 09:37:22,2025-11-12 09:37:31,SHORT,25692.25,25682.25,REVERSAL,0,1,40.0,196.5,466,40.0,4.0,2
3327,2025-W46,GOOD,2025-11-12 09:39:50,2025-11-12 09:40:08,LONG,25676.0,25686.25,REVERSAL,0,1,41.0,201.5,663,41.0,9.0,3
3328,2025-W46,GOOD,2025-11-12 09:41:04,2025-11-12 09:41:59,LONG,25659.75,25659.75,REVERSAL,1,2,40.0,193.0,2668,39.0,40.0,11
3329,2025-W46,GOOD,2025-11-12 09:44:42,2025-11-12 09:45:13,LONG,25639.25,25649.25,REVERSAL,0,1,40.0,196.5,1148,40.0,8.0,5
3330,2025-W46,GOOD,2025-11-12 09:46:37,2025-11-12 09:46:42,LONG,25633.5,25634.75,REVERSAL,1,2,50.0,243.0,710,28.0,40.0,3
3331,2025-W46,GOOD,2025-11-12 09:48:58,2025-11-12 09:50:37,LONG,25584.25,25584.25,REVERSAL,1,2,40.0,193.0,3787,27.0,48.0,16
3332,2025-W46,GOOD,2025-11-12 09:51:01,2025-11-12 09:52:55,LONG,25593.5,25593.75,REVERSAL,1,2,42.0,203.0,2837,34.0,40.0,12
3333,2025-W46,GOOD,2025-11-12 09:53:47,2025-11-12 09:54:11,SHORT,25612.5,25602.25,REVERSAL,0,1,41.0,201.5,1066,41.0,16.0,5
3334,2025-W46,GOOD,2025-11-12 09:54:11,2025-11-12 09:55:06,LONG,25602.25,25582.0,HARD_STOP,1,2,-120.0,-607.0,1818,38.0,60.0,8
3335,2025-W46,GOOD,2025-11-12 09:55:18,2025-11-12 09:56:00,LONG,25575.5,25575.25,REVERSAL,1,2,39.0,188.0,2171,26.0,41.0,9
3336,2025-W46,GOOD,2025-11-12 09:56:40,2025-11-12 09:56:56,LONG,25568.5,25578.5,REVERSAL,0,1,40.0,196.5,312,40.0,6.0,2
3337,2025-W46,GOOD,2025-11-12 09:57:09,2025-11-12 09:58:01,LONG,25575.5,25575.5,REVERSAL,1,2,40.0,193.0,1310,20.0,40.0,7
3338,2025-W46,GOOD,2025-11-12 09:58:52,2025-11-12 09:59:18,SHORT,25597.75,25587.75,REVERSAL,0,1,40.0,196.5,1025,40.0,17.0,5
3339,2025-W46,GOOD,2025-11-12 10:02:09,2025-11-12 10:04:11,SHORT,25612.75,25632.75,HARD_STOP,1,2,-120.0,-607.0,3000,20.0,60.0,13
3340,2025-W46,GOOD,2025-11-12 10:07:04,2025-11-12 10:08:15,SHORT,25629.5,25649.5,HARD_STOP,1,2,-120.0,-607.0,1682,23.0,60.0,7
3341,2025-W46,GOOD,2025-11-12 10:11:20,2025-11-12 10:12:34,LONG,25646.0,25626.0,HARD_STOP,1,2,-120.0,-607.0,2031,33.0,60.0,9
3342,2025-W46,GOOD,2025-11-12 10:13:03,2025-11-12 10:13:17,SHORT,25621.25,25611.25,REVERSAL,0,1,40.0,196.5,439,40.0,5.0,2
3343,2025-W46,GOOD,2025-11-12 10:13:32,2025-11-12 10:15:32,LONG,25594.0,25594.0,REVERSAL,1,2,40.0,193.0,3845,28.0,40.0,16
3344,2025-W46,GOOD,2025-11-12 10:15:42,2025-11-12 10:16:09,LONG,25587.75,25597.75,REVERSAL,0,1,40.0,196.5,700,40.0,18.0,4
3345,2025-W46,GOOD,2025-11-12 10:16:19,2025-11-12 10:16:36,LONG,25588.25,25599.0,REVERSAL,0,1,43.0,211.5,332,43.0,4.0,2
3346,2025-W46,GOOD,2025-11-12 10:17:02,2025-11-12 10:18:19,SHORT,25605.25,25595.25,REVERSAL,0,1,40.0,196.5,1961,40.0,34.0,9
3347,2025-W46,GOOD,2025-11-12 10:25:19,2025-11-12 10:25:30,LONG,25592.25,25602.25,REVERSAL,0,1,40.0,196.5,265,40.0,5.0,2
3348,2025-W46,GOOD,2025-11-12 10:25:58,2025-11-12 10:26:18,LONG,25592.25,25602.25,REVERSAL,0,1,40.0,196.5,360,40.0,6.0,2
3349,2025-W46,GOOD,2025-11-12 10:27:44,2025-11-12 10:28:17,LONG,25596.0,25606.5,REVERSAL,0,1,42.0,206.5,413,42.0,15.0,2
3350,2025-W46,GOOD,2025-11-12 10:29:28,2025-11-12 10:29:50,SHORT,25626.5,25616.5,REVERSAL,0,1,40.0,196.5,492,40.0,7.0,2
3351,2025-W46,GOOD,2025-11-12 10:35:25,2025-11-12 10:36:07,LONG,25579.25,25559.25,HARD_STOP,1,2,-120.0,-607.0,1233,5.0,60.0,6
3352,2025-W46,GOOD,2025-11-12 10:40:40,2025-11-12 10:42:52,SHORT,25586.5,25586.5,REVERSAL,1,2,40.0,193.0,2699,33.0,48.0,11
3353,2025-W46,GOOD,2025-11-12 10:43:21,2025-11-12 10:43:46,SHORT,25597.25,25587.25,REVERSAL,0,1,40.0,196.5,412,40.0,0.0,2
3354,2025-W46,GOOD,2025-11-12 10:45:12,2025-11-12 10:46:14,SHORT,25601.75,25591.75,REVERSAL,0,1,40.0,196.5,1547,40.0,35.0,7
3355,2025-W46,GOOD,2025-11-12 10:48:13,2025-11-12 10:49:05,SHORT,25582.0,25572.0,REVERSAL,0,1,40.0,196.5,1035,40.0,30.0,5
3356,2025-W46,GOOD,2025-11-12 10:50:04,2025-11-12 10:50:23,SHORT,25577.5,25567.5,REVERSAL,0,1,40.0,196.5,423,40.0,4.0,2
3357,2025-W46,GOOD,2025-11-12 11:00:36,2025-11-12 11:00:44,SHORT,25560.25,25550.25,REVERSAL,0,1,40.0,196.5,182,40.0,4.0,1
3358,2025-W46,GOOD,2025-11-12 11:00:44,2025-11-12 11:01:54,LONG,25550.25,25550.25,REVERSAL,1,2,40.0,193.0,1450,30.0,40.0,7
3359,2025-W46,GOOD,2025-11-12 11:02:54,2025-11-12 11:03:32,SHORT,25565.75,25555.75,REVERSAL,0,1,40.0,196.5,630,40.0,13.0,3
3360,2025-W46,GOOD,2025-11-12 11:10:16,2025-11-12 11:10:53,LONG,25534.75,25514.75,HARD_STOP,1,2,-120.0,-607.0,1555,32.0,60.0,7
3361,2025-W46,GOOD,2025-11-12 11:12:00,2025-11-12 11:13:14,LONG,25504.0,25514.0,REVERSAL,0,1,40.0,196.5,2327,40.0,12.0,10
3362,2025-W46,GOOD,2025-11-12 11:14:27,2025-11-12 11:14:51,LONG,25498.75,25508.75,REVERSAL,0,1,40.0,196.5,491,40.0,0.0,3
3363,2025-W46,GOOD,2025-11-12 11:15:22,2025-11-12 11:18:14,SHORT,25530.0,25530.0,REVERSAL,1,2,40.0,193.0,4273,22.0,53.0,18
3364,2025-W46,GOOD,2025-11-12 11:18:34,2025-11-12 11:20:59,SHORT,25536.25,25536.25,REVERSAL,1,2,40.0,193.0,2106,33.0,43.0,10
